"","N402Barcode_706.511","N402Barcode_705.507","N402Barcode_718.520","N402Barcode_722.516","N402Barcode_721.516","N402Barcode_715.515","N402Barcode_718.513","N402Barcode_704.506","N402Barcode_702.505","N402Barcode_706.503","N402Barcode_701.511","N402Barcode_727.507","N402Barcode_729.502","N402Barcode_705.521","N402Barcode_719.503","N402Barcode_707.521","N402Barcode_728.521","N402Barcode_702.508","N402Barcode_703.520","N402Barcode_707.506","N402Barcode_701.505","N402Barcode_724.505","N402Barcode_728.510","N402Barcode_703.503","N402Barcode_726.511","N402Barcode_702.510","N402Barcode_712.513","N402Barcode_714.516","N402Barcode_715.503","N402Barcode_726.521","N402Barcode_721.503","N402Barcode_704.515","N402Barcode_719.517","N402Barcode_705.522","N402Barcode_705.508","N402Barcode_705.510","N402Barcode_722.513","N402Barcode_720.503","N402Barcode_720.517","N402Barcode_716.510","N402Barcode_702.511","N402Barcode_723.502","N402Barcode_727.522","N402Barcode_715.518","N402Barcode_703.507","N402Barcode_707.515","N402Barcode_702.520","N402Barcode_704.510","N402Barcode_712.521","N402Barcode_706.522","N402Barcode_714.510","N402Barcode_702.515","N402Barcode_701.515","N402Barcode_711.502","N402Barcode_701.517","N402Barcode_720.507","N402Barcode_728.508","N402Barcode_728.520","N402Barcode_726.522","N402Barcode_707.503","N402Barcode_724.510","N402Barcode_705.505","N402Barcode_701.503","N402Barcode_703.516","N402Barcode_728.503","N402Barcode_703.510","N402Barcode_721.508","N402Barcode_707.505","N402Barcode_716.506","N402Barcode_714.518","N402Barcode_720.516","N402Barcode_724.507","N402Barcode_720.506","N402Barcode_720.520","N402Barcode_701.518","N402Barcode_722.520","N402Barcode_723.508","N402Barcode_721.521","N402Barcode_715.511","N402Barcode_704.516","N402Barcode_724.520","N402Barcode_714.507","N402Barcode_726.507","N402Barcode_728.516","N402Barcode_723.516","N402Barcode_704.511","N402Barcode_715.507","N402Barcode_720.505","N402Barcode_711.522","N402Barcode_716.518","N402Barcode_721.513","N402Barcode_722.517","N402Barcode_705.511","N402Barcode_727.506","N402Barcode_719.506","N402Barcode_721.506","N402Barcode_720.515","N402Barcode_712.508","N402Barcode_711.511","N402Barcode_716.515","N402Barcode_721.518","N402Barcode_723.503","N402Barcode_705.520","N402Barcode_723.513","N402Barcode_710.510","N402Barcode_726.517","N402Barcode_724.506","N402Barcode_724.515","N402Barcode_706.516","N402Barcode_711.513","N402Barcode_716.522","N402Barcode_711.521","N402Barcode_706.521","N402Barcode_712.518","N402Barcode_705.517","N402Barcode_714.515","N402Barcode_712.503","N402Barcode_727.521","N402Barcode_704.522","N402Barcode_728.518","N402Barcode_718.518","N402Barcode_707.510","N402Barcode_716.511","N402Barcode_727.505","N402Barcode_712.502","N402Barcode_710.518","N402Barcode_724.518","N402Barcode_719.507","N402Barcode_710.520","N402Barcode_707.520","N402Barcode_706.520","N402Barcode_710.517","N402Barcode_701.506","N402Barcode_711.518","N402Barcode_704.517","N402Barcode_728.517","N402Barcode_706.505","N402Barcode_722.505","N402Barcode_718.517","N402Barcode_701.510","N402Barcode_704.520","N402Barcode_710.508","N402Barcode_723.511","N402Barcode_710.516","N402Barcode_703.513","N402Barcode_716.508","N402Barcode_716.502","N402Barcode_704.513","N402Barcode_716.521","N402Barcode_726.510","N402Barcode_712.520","N402Barcode_718.507","N402Barcode_716.503","N402Barcode_716.517","N402Barcode_718.510","N402Barcode_724.508","N402Barcode_720.510","N402Barcode_712.511","N402Barcode_719.511","N402Barcode_712.515","N402Barcode_712.505","N402Barcode_707.517","N402Barcode_721.511","N402Barcode_727.511","N402Barcode_723.505","N402Barcode_718.522","N402Barcode_721.515","N402Barcode_728.513","N402Barcode_701.502","N402Barcode_711.515","N402Barcode_719.520","N402Barcode_711.503","N402Barcode_711.517","N402Barcode_723.521","N402Barcode_719.505","N402Barcode_727.517","N402Barcode_724.517","N402Barcode_722.522","N402Barcode_712.517","N402Barcode_722.515","N402Barcode_728.511","N402Barcode_707.516","N402Barcode_706.507","N402Barcode_707.502","N402Barcode_719.521","N402Barcode_701.507","N402Barcode_721.502","N402Barcode_723.522","N402Barcode_701.522","N402Barcode_724.502","N402Barcode_711.505","N402Barcode_728.522","N402Barcode_705.516","N402Barcode_714.506","N402Barcode_718.506","N402Barcode_722.503","N402Barcode_702.506","N402Barcode_715.513","N402Barcode_703.502","N402Barcode_721.517","N402Barcode_715.520","N402Barcode_711.508","N402Barcode_701.516","N402Barcode_716.505","N402Barcode_707.508","N402Barcode_727.508","N402Barcode_702.516","N402Barcode_727.520","N402Barcode_718.511","N402Barcode_727.502","N402Barcode_727.515","N402Barcode_720.508","N402Barcode_707.507","N402Barcode_703.508","N402Barcode_723.518","N402Barcode_702.503","N402Barcode_727.510","N402Barcode_703.518","N402Barcode_712.522","N402Barcode_704.507","N402Barcode_712.510","N402Barcode_718.508","N402Barcode_726.518","N402Barcode_702.521","N402Barcode_704.502","N402Barcode_715.505","N402Barcode_718.502","N402Barcode_715.521","N402Barcode_701.520","N402Barcode_710.513","N402Barcode_711.520","N402Barcode_726.505","N402Barcode_705.513","N402Barcode_723.517","N402Barcode_722.506","N402Barcode_716.516","N402Barcode_706.515","N402Barcode_728.506","N402Barcode_724.511","N402Barcode_702.513","N402Barcode_727.503","N402Barcode_724.513","N402Barcode_712.516","N402Barcode_719.522","N402Barcode_715.502","N402Barcode_705.503","N402Barcode_716.513","N402Barcode_706.517","N402Barcode_722.507","N402Barcode_718.505","N402Barcode_727.516","N402Barcode_726.520","N402Barcode_701.513","N402Barcode_723.515","N402Barcode_715.506","N402Barcode_704.503","N402Barcode_724.522","N402Barcode_715.522","N402Barcode_716.520","N402Barcode_714.511","N402Barcode_702.518","N402Barcode_704.505","N402Barcode_719.502","N402Barcode_722.508","N402Barcode_714.522","N402Barcode_722.521","N402Barcode_724.503","N402Barcode_703.505","N402Barcode_702.517","N402Barcode_719.518","N402Barcode_726.502","N402Barcode_726.508","N402Barcode_721.507","N402Barcode_726.516","N402Barcode_703.517","N402Barcode_722.511","N402Barcode_706.518","N402Barcode_726.515","N402Barcode_704.521","N402Barcode_714.521","N402Barcode_727.518","N402Barcode_705.515","N402Barcode_720.511","N402Barcode_719.515","N402Barcode_710.502","N402Barcode_724.521","N402Barcode_706.502","N402Barcode_723.510","N402Barcode_702.522","N402Barcode_718.521","N402Barcode_702.502","N402Barcode_703.506","N402Barcode_706.508","N402Barcode_703.521","N402Barcode_721.505","N402Barcode_727.513","N402Barcode_726.506","N402Barcode_721.520","N402Barcode_729.513","N402Barcode_720.502","N402Barcode_707.513","N402Barcode_723.506","N402Barcode_706.513","N402Barcode_712.507","N402Barcode_714.513","N402Barcode_704.518","N402Barcode_707.522","N402Barcode_715.516","N402Barcode_721.522","N402Barcode_722.502","N402Barcode_703.515","N402Barcode_724.516","N402Barcode_715.517","N402Barcode_711.507","N402Barcode_723.520","N402Barcode_710.507","N402Barcode_710.503","N402Barcode_701.521","N402Barcode_711.510","N402Barcode_718.503","N402Barcode_706.506","N402Barcode_718.516","N402Barcode_714.503","N402Barcode_707.511","N402Barcode_728.502","N402Barcode_714.505","N402Barcode_728.515","N402Barcode_704.508","N402Barcode_719.516","N402Barcode_722.510","N402Barcode_710.505","N402Barcode_710.515","N402Barcode_722.518","N402Barcode_723.507","N402Barcode_705.518","N402Barcode_719.510","N402Barcode_714.508","N402Barcode_706.510"
"Smp-105220",0,0,0,0,0,0,0,0,0,0,0,0,0.0906975932642676,0,0,0,0,0,0,1.78643900444487,0,0,0,0.60466892291704,0,0,0,0,0,0.231908906853926,1.49766328829688,0,0,1.50975953901212,0,0.700669476016492,0,0,0,0,0,1.22052608024977,0,0,0,0,0,0,0,0,0.475326029117085,1.56463374186168,0,1.14616971015029,0,0,0,0,0,0,0,0,1.27844731241443,0,1.89830917072874,1.26712277152083,0,0,0,0,0.123574849962138,0,0,0,0.950483243651215,0,0,0.853329449021971,0,0,0,0.0715974402953705,0,0.882440898180888,0,0,0,0,0,0,0,0,0,0,2.04172977257343,0,0,0,0,0,0,0,0,0.972719918184469,0,0,0,0,0,0,0,0,0,0,0,0,0.0821395435543349,0,0,0,0.813588464380281,0,0,0.857342323305169,0,0,0,0,0,0,1.29338867960257,0,0,1.56704808513645,0,0,0,0.0306841571799185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826737928485158,0.459637254376689,0,0,0,0,0,0,0,0,0,0,0,0.509745888759993,1.90099814483058,0,0,0,0,0,0,0,1.79743279411459,0,0,0,0,2.52621708340651,0.254436306558715,0,0,0,0,2.05925559290008,0,2.01437212977372,0,0.445479914863961,0,0,0,0,0,0,0.29131575253092,0,0,0,0,0,0.728982476863426,0,0,0,0,0,0,0,0,1.38230673609942,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42159788517934,0,0,0,0,0.077692259332449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161605346564258,0,1.42289045315834,1.38494475432485,0,0,0,0,2.29219841795424,0,0,0,0,0,0.0289499067567582,1.96442261014681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176106954089192,0,0.159598865843288,0,1.11921551304086,0,0,0,0,1.40439965978387,1.23216526305932,0,0,0,0,0,0,0,0,0.889926859007779,0.748689119180452,0,0,0,0,0,0,0,0,1.25168087982596,0,0,0.269442189292704,0,0,0,0,0,0,0,0.838105622936037,1.49784196213762,0,1.35029134834616,0
"Smp-212580",0,1.33569412413713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302004133396423,0.403204575491198,0.207760816671447,0,1.30722694650541,0,1.54497627431724,0,0,0,0,0,0,1.23266390448621,0.375093371919865,0,0.183520958391206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23320288177376,0,1.0725891814272,0,0,0,0,0.0526192846924075,0.0361748139927834,0,0,0,1.14749375277912,0.676473118358508,0,0.963588877629306,0,0.138823206596892,0,0.564308391968745,0,0,0,0,0,0,0,0.204244586165684,0,0,0,0,0.035526199507791,0,0.0779304406247493,0,0,0,0,0,1.64330239675109,0,0,0.0418523036821841,0.271577373295392,1.43062811619158,0,0,0,0,0.0425693838128053,0.13915746397888,0,0,0,0,1.53034321761868,0,0.0429331663294703,0,0,0,0,0,0.342982811541311,0.0613183620726723,0,0,0.527185389573526,0,0.622533906853659,0,0.0323546755697647,0,0,0,0.033775892125776,0,0,0,1.10556525201964,1.72316524452104,0,0,0,0.576490525970705,0.035692185609493,0,2.15421165822251,0,0,0,0,0,0,0,1.78776811837064,0,0,0,0,0.340713541129011,0.117768330126169,0.105776388910457,0,2.02433423715582,0,0,0,1.18617384527713,0,0,0,1.69497430253316,0,0,0.857885339853278,1.41685299977305,0,0.796934941182935,0,0.230946455719983,0,0,0,0,0.0677797719978818,0,0,0,1.2396312140521,1.3230231288869,0.47013672838808,0,0,0,2.49940937174898,0,0,0.0888956327157159,0,0,0,0,0,0,0,0,0.148666917305367,0,0.171516781539734,0,0,0.163683457238845,0,0.0727484866920166,0,0.0378843037965335,0,0.111472106235657,0,0,0,0.359680272511775,0,0,0,0.81634909464189,0,0,0,0,0,0,0.772187357879074,0,0,0,0,0.0857949922663319,0,0,0,0,0,0,0,0.121042216176071,0,0,0,0,0,0.612315944207505,0.0511474826431194,0,0,0,0,1.90507456722724,0,0.0352411780273807,0,0,0,0,0,0,0,2.36895148413024,0,0.0466601168856783,1.58122616269337,0,0.0283288518425199,0,0.0796462982619701,0.464524158953898,0,0,0,0,0,0.264640632191447,0,0,0.1995537863849,0,0,0,0.929615809774357,0,0,0,0,0,0,0,1.15156197034461,0,0,0.240325364687677,0.0469151296100602,0,0,0.770161164737652,0,0,0,0.107158488735933,0,0,0,0,0,0,0,0,1.86158197766777,0.0332861888487796,0,0,0.654943542807532,0,0,0,0,0,0,0,1.04989131494673,0,0,0,0.458570300439519,0,0,0,0,0.069266757222265,0,0,0,0,0,0,0,0
"Smp-129510",0,0,0,0,0,0,0,0,0,0,0,0,1.68943713029934,0,0,0,0,0,0,0.992071320244747,0,1.77459705237976,0,0,0,0,0,0,0.250373404981664,0,0,0,0,0,0,0.852486192394999,0,0,0,0,0,0,0,0,0,2.13021827357488,0,0,0,0,2.21252433234704,1.9322370156479,0,0,0,0,0,0,0,0,0,1.66500765524637,1.56165153423272,0,1.25917511865402,1.1932721497845,0,0,0,0,0,0,0,0,0.777150587241244,0,0,0,0,1.42998669722138,0,0,0,0,0,0,0,0,0.828744033157829,0,1.05839361210549,0,0,1.35879297035366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39178031198609,0,0,0,0,0.250922488823676,0,0,0,0,1.86834797260717,0,0,0,0,0,0,0,0,0,0,0,0,1.26351419891545,0,0,0,0,0,0,0.295495149789713,0,0,0,0,0,0,1.20144642361489,0,0,0,0,0,0,0,0,0,1.17654802069532,0,0,0,0,0,0,0,0,0,0,0,1.17028649823715,0.432173309624416,0,0,0,0,0,0,0,1.78719581473476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58254491229363,2.07810881349364,0,0,0,0,0,0,0,0.839187274475555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475912901212515,0,0,1.25005526023721,0,0,0,0,0,0,0.347158168139481,0,0,0,0,0,1.09385528537912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45881139039276,0,0,0.5910681167754,0,1.28502899193612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53226836839877,0,0,0,0,0,0,0,0,0,0,0,0,0.815639012857699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826931733893955,0,0,0,0
"Smp-197230",0,0,0,0,0,1.48824058878248,0,0,0,0,0,1.88912366401379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161334184732998,0,0,0,0,0,0,0,0.283889985044806,0.999575800420288,0,1.49397823705682,0,0,0.753655523618154,0,0,0,0,0,0,0,0,0,0,0,0,1.69173746647571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37100201318252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87827497371235,1.07703043757503,0,1.42707671677229,0,1.20321038585131,0.126039726467926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665429840669552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483366519362088,0,0,0,0,0,0.728988095360093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31133209920307,0,0,1.03723305864911,0,0,0,0,0,0,0,0,0,0,0,1.59304330977071,0.866178917799589,0,1.84765739108039,0,0,0,0,0,0.978883895026465,0,0,0.127637143971935,0,0,0,0,0,0,0,0,0,0,0,0,0.799962685003464,0,0,0,0,0.668574686289016,0,0,0,0,0,0,0,0,0,0,0,0,1.1005596509891,0,0,0.137804893212891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59178616477246,0,0,1.4635896348295,1.01757879321726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31635135375723,0.396972877169185,0,0,0,0,0,0,0,0.0575162838038562,0,0,0,0,0,0,0,0,0,0,0,0,0.422238048573615,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26507828556983,0,0,1.42099621684889,0,0,0,0,0,0,0,0,0,0,0,2.39124016368523,0,0,0,0.652321518425156,0
"Smp-106260",0,0,0,0,0,0,0,0,0,0,0,0,0.197503253427708,0,0,0,0,0,0,0,0,0,0,0,0.062566737428905,0,0,0,0,0,0,0,0.0694056880066198,0.060508615615305,0,0.128689773340191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694742142246125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054170282996873,0,0,0,0,0,0,0,0,0,0,0,0.0613846290693321,0,0,0,0,0,0,0,0,0.106889178166127,0,0,0,0,0,0,0,0,0,0,0,1.58760416998795,0,0,1.78459161944589,0,0.0635828443217793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498390585164951,0,0,0,0,0,0,0,0,0,0,1.26299545925062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606746041061266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1213975924196,0,0,0,0,0,0,0,0,0,0,0,0.0665947620101,0,0,0,0,0,1.46888097032757,0,0.0681346779763505,0,0,0,0,0,0,0,0,0,0,0,0.289194767473609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710680834682947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614069239549597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586268727456396,0,0,1.41819963470165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678229695246315,0,0,0,0
"Smp-199840",0,0,0,0,0,0,0,0,0,0,0,1.23127242411341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378929403024983,0,0,0,0,0,0,0.69861068638795,0,0,0,0,0,0,0,0,1.40421785482628,0,0,0,1.67742114503759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39629365388065,0,0,0,0,0,0,0,0,0,0.479433821811795,0,0,0,0,0,0,0.460771176698831,0,0,0,0,0,0.871434657643247,0,1.52379966334149,0,0,0,0,0,0,0.175829164751751,0.50680628677179,0,0,1.12373762354686,0,0,0,0,0,0,0.65854747049089,0,0,0,0,0,0,1.57598984586963,0,0,0,0,0,0,0.186029822504206,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20212644545349,0.290388031562634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438006844353616,0,0,0,0,0,0,0,0,0,0,0.616440608749896,0,0,0,0,0,0,0,0.393712747394522,1.16115842757338,0,0,0.266369246579435,0,2.02486960261396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413364722503565,0,0,0,0,0,0,0,0.944848505876634,0,0,0,0,0,0.497203342653026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964624630066383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41082177883339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50960886418095,0,0.210660905527237,0,0,0,0,0,0,0,0,0,0.821513448623829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921008529943079,0,0,0,0,0,2.02525239017417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-106390",0,0,0,0.0321365704260598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686356295255716,0,2.34869023484722,0,0,0,0,0,0,0,0.0368151764764678,0,0,0,0,0,0,0,0,0.313843200101267,0,0,0,0,0.541289811920665,0,1.05822253751534,0,0,0,0,0,0,0,0.0560434904718407,0,0,0.178503027648846,0,0.22624611801298,0,0,0,0,0,0,0,0,0,0,0,0,0.771187703652737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167666254286253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696170322979082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84035685941726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347099986344221,0,0,0,0,0,0,0,0.0247671836828812,0,0,0,0.0896560013024502,0,0,0,0,0,0,0,0,0,0.545459661806373,0,0,0,0,0,0,0,0,0,0,0.634352206733425,0,0,0,0.669434210544314,0,0,0,0.0267690735255874,0,0,0,0,0,0,0,0,0,0.443014654292015,0,0,0,0,0,0,0,0,0,0.100119336613802,0,0,0,0,1.96161138117799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047436496488691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094392177387304,0,0,0,0,0,0.364909133485237,0,0.7635104094847,0,0,0,0,0.129909680183307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16110604960819,0,0,0,0,0,0,0,0,0,0,1.58711318173894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-059880",0,0.307640783740172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359861051348054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36631653897792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522722672515687,0,0,0,0,0,0,0,0,0,0,0,0,0.0327787357941899,0,0,0,0,0,0,0,0,0,0,1.476943994934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54580734293052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285441298779958,0,0,0,0,0,0,0,1.45081097576986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-149620",0,0,1.0551584474147,0,0,0,0,0,1.07675652497774,0,0,0.941510906746891,0,0,0,0,0,0,0,0,0,0,0,0.685527971161974,0,0,0,0,1.01444054628509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257684731277406,0.133502418980236,0,0,0,0,0,0,0,0.203640879484226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774208519257675,0,0,0,0,0,0,0,0,1.09860524431458,1.9737752082938,0,0,0,0,0,0,0.762544827313748,0,0,0,0,0,0,0.210777148945529,0,0,0,0.435240268169449,0,0,0,0,0.814234429506727,0.071546549045567,0,0,0.73564897813803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05231846101389,0,0,0,0,0,0,0,0,0,0,0,0,0.307070370247109,0,0,0,0,0,0,0.608763418986587,0,1.35538326082239,0,0,0,0,0,0,0,0,0.979747737380843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13677308941826,0,0,0,0,0,0,0,0,0,0,0.455670346335265,0,0,0,0,2.19944314650522,0,0,1.45442585666303,0,0,0.0804253993300516,0,0,0,0.593609677763108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595024527118619,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27438650415594,1.94312585290117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346663783708344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840805409833901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903524866242793,0,0,0,0,0,0,0,0,0,0.464357309934809,0,0,0,0,0,0,0,0.198600407387674,0,0,0,0,0,0,0,0,0,0,0,0,0.165978029814124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-066970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42158465620379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64619730171776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89451382890649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61763223408993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17190734531767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762773307703186,0,0,0
