,Found,Truth
HP1506401_F22,4,co-expression
HP1506401_L14,4,co-expression
HP1506401_L2,4,co-expression
HP1506401_P20,4,co-expression
HP1507101_C10,4,co-expression
HP1507101_H10,4,co-expression
HP1507101_J8,4,co-expression
HP1507101_N21,4,co-expression
HP1507101_P11,4,co-expression
HP1508501T2D_B21,4,co-expression
HP1508501T2D_H2,4,co-expression
HP1508501T2D_K20,4,co-expression
HP1508501T2D_P1,4,co-expression
HP1508501T2D_P5,4,co-expression
HP1509101_C1,4,co-expression
HP1509101_P1,4,co-expression
HP1526901T2D_L3,4,co-expression
HP1526901T2D_M24,4,co-expression
HP1502401_E14,4,epsilon
HP1504901_C13,4,epsilon
HP1504901_D18,4,epsilon
HP1504901_F14,4,epsilon
HP1506401_J16,4,epsilon
HP1506401_L17,4,gamma
HP1502401_A20,4,unclassified endocrine
HP1502401_A21,4,unclassified endocrine
HP1502401_A23,4,unclassified endocrine
HP1502401_C2,4,unclassified endocrine
HP1502401_C22,4,unclassified endocrine
HP1502401_D23,4,unclassified endocrine
HP1502401_E18,4,unclassified endocrine
HP1502401_G21,4,unclassified endocrine
HP1502401_K18,4,unclassified endocrine
HP1502401_K4,4,unclassified endocrine
HP1502401_K7,4,unclassified endocrine
HP1504101T2D_P1,4,unclassified endocrine
HP1504901_C22,4,unclassified endocrine
HP1504901_L24,4,unclassified endocrine
HP1504901_M20,4,unclassified endocrine
HP1508501T2D_G16,4,unclassified endocrine
HP1525301T2D_F13,4,unclassified endocrine
HP1525301T2D_L19,4,unclassified endocrine
HP1525301T2D_N22,4,unclassified endocrine
HP1526901T2D_M13,5,epsilon
AZ_A2,5,gamma
AZ_D12,5,gamma
AZ_D8,5,gamma
AZ_G5,5,gamma
AZ_H12,5,gamma
AZ_H3,5,gamma
AZ_H5,5,gamma
HP1502401_B11,5,gamma
HP1502401_B15,5,gamma
HP1502401_B18,5,gamma
HP1502401_E5,5,gamma
HP1502401_E7,5,gamma
HP1502401_F15,5,gamma
HP1502401_F17,5,gamma
HP1502401_F18,5,gamma
HP1502401_G11,5,gamma
HP1502401_G12,5,gamma
HP1502401_H13,5,gamma
HP1502401_I8,5,gamma
HP1502401_K14,5,gamma
HP1502401_K23,5,gamma
HP1502401_K24,5,gamma
HP1502401_L14,5,gamma
HP1502401_N11,5,gamma
HP1502401_N23,5,gamma
HP1502401_N9,5,gamma
HP1504101T2D_A13,5,gamma
HP1504101T2D_A15,5,gamma
HP1504101T2D_A17,5,gamma
HP1504101T2D_A18,5,gamma
HP1504101T2D_A20,5,gamma
HP1504101T2D_A4,5,gamma
HP1504101T2D_B10,5,gamma
HP1504101T2D_B12,5,gamma
HP1504101T2D_B17,5,gamma
HP1504101T2D_B18,5,gamma
HP1504101T2D_B22,5,gamma
HP1504101T2D_B24,5,gamma
HP1504101T2D_B4,5,gamma
HP1504101T2D_B5,5,gamma
HP1504101T2D_C12,5,gamma
HP1504101T2D_C21,5,gamma
HP1504101T2D_D11,5,gamma
HP1504101T2D_D15,5,gamma
HP1504101T2D_D17,5,gamma
HP1504101T2D_D18,5,gamma
HP1504101T2D_D21,5,gamma
HP1504101T2D_D23,5,gamma
HP1504101T2D_D24,5,gamma
HP1504101T2D_E11,5,gamma
HP1504101T2D_E14,5,gamma
HP1504101T2D_E18,5,gamma
HP1504101T2D_E20,5,gamma
HP1504101T2D_E4,5,gamma
HP1504101T2D_E7,5,gamma
HP1504101T2D_E8,5,gamma
HP1504101T2D_E9,5,gamma
HP1504101T2D_F11,5,gamma
HP1504101T2D_F13,5,gamma
HP1504101T2D_F14,5,gamma
HP1504101T2D_F16,5,gamma
HP1504101T2D_F2,5,gamma
HP1504101T2D_F20,5,gamma
HP1504101T2D_G16,5,gamma
HP1504101T2D_G21,5,gamma
HP1504101T2D_G3,5,gamma
HP1504101T2D_G4,5,gamma
HP1504101T2D_G8,5,gamma
HP1504101T2D_G9,5,gamma
HP1504101T2D_H1,5,gamma
HP1504101T2D_H14,5,gamma
HP1504101T2D_H24,5,gamma
HP1504101T2D_I10,5,gamma
HP1504101T2D_I15,5,gamma
HP1504101T2D_I16,5,gamma
HP1504101T2D_I7,5,gamma
HP1504101T2D_J22,5,gamma
HP1504101T2D_J3,5,gamma
HP1504101T2D_J5,5,gamma
HP1504101T2D_J9,5,gamma
HP1504101T2D_K2,5,gamma
HP1504101T2D_K8,5,gamma
HP1504101T2D_L1,5,gamma
HP1504101T2D_L13,5,gamma
HP1504101T2D_L15,5,gamma
HP1504101T2D_L24,5,gamma
HP1504101T2D_M1,5,gamma
HP1504101T2D_M3,5,gamma
HP1504101T2D_N16,5,gamma
HP1504101T2D_N20,5,gamma
HP1504101T2D_O11,5,gamma
HP1504101T2D_O23,5,gamma
HP1504101T2D_O4,5,gamma
HP1504101T2D_P12,5,gamma
HP1504101T2D_P24,5,gamma
HP1504101T2D_P9,5,gamma
HP1504901_A5,5,gamma
HP1504901_B20,5,gamma
HP1504901_B23,5,gamma
HP1504901_B6,5,gamma
HP1504901_B8,5,gamma
HP1504901_C14,5,gamma
HP1504901_C23,5,gamma
HP1504901_D24,5,gamma
HP1504901_D9,5,gamma
HP1504901_E23,5,gamma
HP1504901_F1,5,gamma
HP1504901_F15,5,gamma
HP1504901_F18,5,gamma
HP1504901_G20,5,gamma
HP1504901_H14,5,gamma
HP1504901_H19,5,gamma
HP1504901_I18,5,gamma
HP1504901_I22,5,gamma
HP1504901_J9,5,gamma
HP1504901_K14,5,gamma
HP1504901_L18,5,gamma
HP1504901_L3,5,gamma
HP1504901_L9,5,gamma
HP1504901_M4,5,gamma
HP1504901_N15,5,gamma
HP1504901_N23,5,gamma
HP1504901_N9,5,gamma
HP1504901_O1,5,gamma
HP1504901_O21,5,gamma
HP1504901_O24,5,gamma
HP1504901_O5,5,gamma
HP1506401_B22,5,gamma
HP1506401_B3,5,gamma
HP1506401_B4,5,gamma
HP1506401_D9,5,gamma
HP1506401_E12,5,gamma
HP1506401_G8,5,gamma
HP1506401_H19,5,gamma
HP1506401_I1,5,gamma
HP1506401_I14,5,gamma
HP1506401_I17,5,gamma
HP1506401_I2,5,gamma
HP1506401_K22,5,gamma
HP1506401_K23,5,gamma
HP1506401_M6,5,gamma
HP1507101_B20,5,gamma
HP1507101_M22,5,gamma
HP1508501T2D_A19,5,gamma
HP1508501T2D_B10,5,gamma
HP1508501T2D_F11,5,gamma
HP1508501T2D_G22,5,gamma
HP1508501T2D_H18,5,gamma
HP1508501T2D_K16,5,gamma
HP1508501T2D_N18,5,gamma
HP1508501T2D_P4,5,gamma
HP1509101_F21,5,gamma
HP1525301T2D_A16,5,gamma
HP1525301T2D_B5,5,gamma
HP1525301T2D_B8,5,gamma
HP1525301T2D_D12,5,gamma
HP1525301T2D_E19,5,gamma
HP1525301T2D_E3,5,gamma
HP1525301T2D_G23,5,gamma
HP1525301T2D_J18,5,gamma
HP1525301T2D_N21,5,gamma
HP1525301T2D_O11,5,gamma
HP1526901T2D_A15,5,gamma
HP1526901T2D_A20,5,gamma
HP1526901T2D_B13,5,gamma
HP1526901T2D_C13,5,gamma
HP1526901T2D_C19,5,gamma
HP1526901T2D_D10,5,gamma
HP1526901T2D_D14,5,gamma
HP1526901T2D_E10,5,gamma
HP1526901T2D_E4,5,gamma
HP1526901T2D_E5,5,gamma
HP1526901T2D_F12,5,gamma
HP1526901T2D_F7,5,gamma
HP1526901T2D_G1,5,gamma
HP1526901T2D_G19,5,gamma
HP1526901T2D_G9,5,gamma
HP1526901T2D_H16,5,gamma
HP1526901T2D_H23,5,gamma
HP1526901T2D_H3,5,gamma
HP1526901T2D_I24,5,gamma
HP1526901T2D_J17,5,gamma
HP1526901T2D_K11,5,gamma
HP1526901T2D_K12,5,gamma
HP1526901T2D_K21,5,gamma
HP1526901T2D_L12,5,gamma
HP1526901T2D_L14,5,gamma
HP1526901T2D_L7,5,gamma
HP1526901T2D_M22,5,gamma
HP1526901T2D_M3,5,gamma
HP1526901T2D_N18,5,gamma
HP1526901T2D_N19,5,gamma
HP1526901T2D_N20,5,gamma
HP1526901T2D_O10,5,gamma
HP1526901T2D_O3,5,gamma
HP1526901T2D_P23,5,gamma
HP1504101T2D_B3,5,unclassified endocrine
AZ_A7,6,acinar
AZ_B8,6,acinar
AZ_F6,6,acinar
AZ_H10,6,acinar
HP1502401_A14,6,acinar
HP1502401_A22,6,acinar
HP1502401_B17,6,acinar
HP1502401_C1,6,acinar
HP1502401_D10,6,acinar
HP1502401_D2,6,acinar
HP1502401_E2,6,acinar
HP1502401_E20,6,acinar
HP1502401_E23,6,acinar
HP1502401_E24,6,acinar
HP1502401_F13,6,acinar
HP1502401_G18,6,acinar
HP1502401_I14,6,acinar
HP1502401_J2,6,acinar
HP1502401_K10,6,acinar
HP1502401_K12,6,acinar
HP1502401_M22,6,acinar
HP1502401_M8,6,acinar
HP1502401_N2,6,acinar
HP1502401_O14,6,acinar
HP1504101T2D_A10,6,acinar
HP1504101T2D_C11,6,acinar
HP1504101T2D_F1,6,acinar
HP1504101T2D_I6,6,acinar
HP1504101T2D_J16,6,acinar
HP1504101T2D_K10,6,acinar
HP1504101T2D_K19,6,acinar
HP1504101T2D_L14,6,acinar
HP1504901_D13,6,acinar
HP1504901_F23,6,acinar
HP1504901_H16,6,acinar
HP1506401_A6,6,acinar
HP1506401_A7,6,acinar
HP1506401_A9,6,acinar
HP1506401_B1,6,acinar
HP1506401_B14,6,acinar
HP1506401_B16,6,acinar
HP1506401_B5,6,acinar
HP1506401_B6,6,acinar
HP1506401_C13,6,acinar
HP1506401_C23,6,acinar
HP1506401_C24,6,acinar
HP1506401_C7,6,acinar
HP1506401_D12,6,acinar
HP1506401_D14,6,acinar
HP1506401_D24,6,acinar
HP1506401_D3,6,acinar
HP1506401_E18,6,acinar
HP1506401_E20,6,acinar
HP1506401_E23,6,acinar
HP1506401_E24,6,acinar
HP1506401_E8,6,acinar
HP1506401_F16,6,acinar
HP1506401_F2,6,acinar
HP1506401_F3,6,acinar
HP1506401_F5,6,acinar
HP1506401_G14,6,acinar
HP1506401_G16,6,acinar
HP1506401_G4,6,acinar
HP1506401_H1,6,acinar
HP1506401_H15,6,acinar
HP1506401_H16,6,acinar
HP1506401_H18,6,acinar
HP1506401_H3,6,acinar
HP1506401_I10,6,acinar
HP1506401_I13,6,acinar
HP1506401_I15,6,acinar
HP1506401_I18,6,acinar
HP1506401_I6,6,acinar
HP1506401_J11,6,acinar
HP1506401_J14,6,acinar
HP1506401_J15,6,acinar
HP1506401_J2,6,acinar
HP1506401_J23,6,acinar
HP1506401_J24,6,acinar
HP1506401_J3,6,acinar
HP1506401_J6,6,acinar
HP1506401_J9,6,acinar
HP1506401_K14,6,acinar
HP1506401_K15,6,acinar
HP1506401_K2,6,acinar
HP1506401_K6,6,acinar
HP1506401_L11,6,acinar
HP1506401_L18,6,acinar
HP1506401_L19,6,acinar
HP1506401_L22,6,acinar
HP1506401_L3,6,acinar
HP1506401_L7,6,acinar
HP1506401_L9,6,acinar
HP1506401_M1,6,acinar
HP1506401_M17,6,acinar
HP1506401_M18,6,acinar
HP1506401_M19,6,acinar
HP1506401_M4,6,acinar
HP1506401_M8,6,acinar
HP1506401_N1,6,acinar
HP1506401_N15,6,acinar
HP1506401_N22,6,acinar
HP1506401_N23,6,acinar
HP1506401_N24,6,acinar
HP1506401_N5,6,acinar
HP1506401_N9,6,acinar
HP1506401_O12,6,acinar
HP1506401_O16,6,acinar
HP1506401_O18,6,acinar
HP1506401_O21,6,acinar
HP1506401_O24,6,acinar
HP1506401_O7,6,acinar
HP1506401_P10,6,acinar
HP1506401_P17,6,acinar
HP1506401_P23,6,acinar
HP1507101_E22,6,acinar
HP1507101_J7,6,acinar
HP1507101_L17,6,acinar
HP1508501T2D_A11,6,acinar
HP1508501T2D_A23,6,acinar
HP1508501T2D_B14,6,acinar
HP1508501T2D_D18,6,acinar
HP1508501T2D_D9,6,acinar
HP1508501T2D_E4,6,acinar
HP1508501T2D_F21,6,acinar
HP1508501T2D_G12,6,acinar
HP1508501T2D_G17,6,acinar
HP1508501T2D_G18,6,acinar
HP1508501T2D_G19,6,acinar
HP1508501T2D_G23,6,acinar
HP1508501T2D_H16,6,acinar
HP1508501T2D_I10,6,acinar
HP1508501T2D_I7,6,acinar
HP1508501T2D_J23,6,acinar
HP1508501T2D_K6,6,acinar
HP1508501T2D_L2,6,acinar
HP1508501T2D_M11,6,acinar
HP1508501T2D_M18,6,acinar
HP1508501T2D_M7,6,acinar
HP1508501T2D_N13,6,acinar
HP1508501T2D_N21,6,acinar
HP1508501T2D_O11,6,acinar
HP1508501T2D_O13,6,acinar
HP1508501T2D_O7,6,acinar
HP1508501T2D_P14,6,acinar
HP1508501T2D_P2,6,acinar
HP1509101_B16,6,acinar
HP1509101_F18,6,acinar
HP1525301T2D_B12,6,acinar
HP1525301T2D_C14,6,acinar
HP1525301T2D_C23,6,acinar
HP1525301T2D_C7,6,acinar
HP1525301T2D_D10,6,acinar
HP1525301T2D_D6,6,acinar
HP1525301T2D_E2,6,acinar
HP1525301T2D_F10,6,acinar
HP1525301T2D_F3,6,acinar
HP1525301T2D_F5,6,acinar
HP1525301T2D_G17,6,acinar
HP1525301T2D_H8,6,acinar
HP1525301T2D_H9,6,acinar
HP1525301T2D_J16,6,acinar
HP1525301T2D_J23,6,acinar
HP1525301T2D_J5,6,acinar
HP1525301T2D_K5,6,acinar
HP1525301T2D_K7,6,acinar
HP1525301T2D_K8,6,acinar
HP1525301T2D_L5,6,acinar
HP1525301T2D_M5,6,acinar
HP1525301T2D_N10,6,acinar
HP1525301T2D_O1,6,acinar
HP1525301T2D_O3,6,acinar
HP1526901T2D_A6,6,acinar
HP1526901T2D_C8,6,acinar
HP1526901T2D_D7,6,acinar
HP1526901T2D_E16,6,acinar
HP1526901T2D_H2,6,acinar
HP1526901T2D_I12,6,acinar
HP1526901T2D_I17,6,acinar
HP1526901T2D_K17,6,acinar
HP1526901T2D_L15,6,acinar
HP1526901T2D_M18,6,acinar
HP1526901T2D_N4,6,acinar
HP1526901T2D_N7,6,acinar
HP1526901T2D_O19,6,acinar
HP1504901_O4,6,ductal
HP1508501T2D_F5,6,ductal
AZ_A11,7,alpha
AZ_A6,7,alpha
AZ_B12,7,alpha
AZ_B2,7,alpha
AZ_B3,7,alpha
AZ_B5,7,alpha
AZ_B9,7,alpha
AZ_C1,7,alpha
AZ_C2,7,alpha
AZ_C5,7,alpha
AZ_C8,7,alpha
AZ_D3,7,alpha
AZ_D4,7,alpha
AZ_D7,7,alpha
AZ_D9,7,alpha
AZ_E12,7,alpha
AZ_E2,7,alpha
AZ_E4,7,alpha
AZ_E5,7,alpha
AZ_E8,7,alpha
AZ_E9,7,alpha
AZ_F4,7,alpha
AZ_F8,7,alpha
AZ_G1,7,alpha
AZ_G10,7,alpha
AZ_G3,7,alpha
AZ_G4,7,alpha
AZ_H9,7,alpha
HP1502401_A12,7,alpha
HP1502401_A15,7,alpha
HP1502401_A17,7,alpha
HP1502401_A4,7,alpha
HP1502401_B10,7,alpha
HP1502401_B16,7,alpha
HP1502401_B20,7,alpha
HP1502401_B5,7,alpha
HP1502401_C14,7,alpha
HP1502401_C16,7,alpha
HP1502401_C4,7,alpha
HP1502401_D16,7,alpha
HP1502401_D20,7,alpha
HP1502401_D24,7,alpha
HP1502401_D5,7,alpha
HP1502401_D8,7,alpha
HP1502401_E11,7,alpha
HP1502401_E16,7,alpha
HP1502401_E17,7,alpha
HP1502401_E21,7,alpha
HP1502401_E6,7,alpha
HP1502401_F10,7,alpha
HP1502401_F12,7,alpha
HP1502401_F19,7,alpha
HP1502401_F20,7,alpha
HP1502401_F23,7,alpha
HP1502401_F4,7,alpha
HP1502401_G10,7,alpha
HP1502401_G7,7,alpha
HP1502401_G8,7,alpha
HP1502401_H1,7,alpha
HP1502401_H14,7,alpha
HP1502401_H15,7,alpha
HP1502401_H16,7,alpha
HP1502401_H2,7,alpha
HP1502401_H20,7,alpha
HP1502401_H24,7,alpha
HP1502401_H3,7,alpha
HP1502401_H4,7,alpha
HP1502401_H5,7,alpha
HP1502401_H7,7,alpha
HP1502401_H8,7,alpha
HP1502401_I1,7,alpha
HP1502401_I15,7,alpha
HP1502401_I16,7,alpha
HP1502401_I18,7,alpha
HP1502401_I22,7,alpha
HP1502401_I23,7,alpha
HP1502401_I4,7,alpha
HP1502401_J1,7,alpha
HP1502401_J11,7,alpha
HP1502401_J14,7,alpha
HP1502401_J18,7,alpha
HP1502401_J20,7,alpha
HP1502401_J21,7,alpha
HP1502401_J23,7,alpha
HP1502401_J4,7,alpha
HP1502401_J6,7,alpha
HP1502401_J8,7,alpha
HP1502401_K1,7,alpha
HP1502401_K11,7,alpha
HP1502401_K15,7,alpha
HP1502401_K16,7,alpha
HP1502401_K2,7,alpha
HP1502401_K20,7,alpha
HP1502401_K21,7,alpha
HP1502401_K22,7,alpha
HP1502401_K3,7,alpha
HP1502401_K5,7,alpha
HP1502401_K6,7,alpha
HP1502401_K9,7,alpha
HP1502401_L1,7,alpha
HP1502401_L11,7,alpha
HP1502401_L12,7,alpha
HP1502401_L13,7,alpha
HP1502401_L15,7,alpha
HP1502401_L16,7,alpha
HP1502401_L17,7,alpha
HP1502401_L2,7,alpha
HP1502401_L20,7,alpha
HP1502401_L21,7,alpha
HP1502401_L22,7,alpha
HP1502401_L23,7,alpha
HP1502401_L3,7,alpha
HP1502401_L4,7,alpha
HP1502401_L7,7,alpha
HP1502401_L9,7,alpha
HP1502401_M1,7,alpha
HP1502401_M10,7,alpha
HP1502401_M11,7,alpha
HP1502401_M14,7,alpha
HP1502401_M15,7,alpha
HP1502401_M19,7,alpha
HP1502401_M21,7,alpha
HP1502401_M23,7,alpha
HP1502401_M24,7,alpha
HP1502401_M3,7,alpha
HP1502401_M4,7,alpha
HP1502401_M5,7,alpha
HP1502401_M7,7,alpha
HP1502401_N12,7,alpha
HP1502401_N15,7,alpha
HP1502401_N17,7,alpha
HP1502401_N20,7,alpha
HP1502401_N3,7,alpha
HP1502401_N4,7,alpha
HP1502401_O1,7,alpha
HP1502401_O17,7,alpha
HP1502401_O2,7,alpha
HP1502401_O20,7,alpha
HP1502401_O21,7,alpha
HP1502401_O22,7,alpha
HP1502401_O23,7,alpha
HP1502401_O24,7,alpha
HP1502401_O3,7,alpha
HP1502401_O4,7,alpha
HP1502401_O8,7,alpha
HP1504101T2D_A12,7,alpha
HP1504101T2D_A19,7,alpha
HP1504101T2D_A23,7,alpha
HP1504101T2D_A5,7,alpha
HP1504101T2D_A6,7,alpha
HP1504101T2D_A8,7,alpha
HP1504101T2D_B11,7,alpha
HP1504101T2D_B13,7,alpha
HP1504101T2D_B16,7,alpha
HP1504101T2D_B21,7,alpha
HP1504101T2D_B7,7,alpha
HP1504101T2D_C14,7,alpha
HP1504101T2D_C15,7,alpha
HP1504101T2D_C17,7,alpha
HP1504101T2D_C20,7,alpha
HP1504101T2D_C22,7,alpha
HP1504101T2D_C4,7,alpha
HP1504101T2D_D1,7,alpha
HP1504101T2D_D12,7,alpha
HP1504101T2D_D13,7,alpha
HP1504101T2D_D19,7,alpha
HP1504101T2D_D2,7,alpha
HP1504101T2D_D5,7,alpha
HP1504101T2D_D6,7,alpha
HP1504101T2D_D7,7,alpha
HP1504101T2D_E1,7,alpha
HP1504101T2D_E10,7,alpha
HP1504101T2D_E19,7,alpha
HP1504101T2D_E21,7,alpha
HP1504101T2D_E22,7,alpha
HP1504101T2D_E23,7,alpha
HP1504101T2D_E3,7,alpha
HP1504101T2D_E6,7,alpha
HP1504101T2D_F10,7,alpha
HP1504101T2D_F12,7,alpha
HP1504101T2D_F15,7,alpha
HP1504101T2D_F19,7,alpha
HP1504101T2D_F22,7,alpha
HP1504101T2D_F3,7,alpha
HP1504101T2D_F7,7,alpha
HP1504101T2D_G1,7,alpha
HP1504101T2D_G10,7,alpha
HP1504101T2D_G12,7,alpha
HP1504101T2D_G14,7,alpha
HP1504101T2D_G17,7,alpha
HP1504101T2D_G19,7,alpha
HP1504101T2D_G2,7,alpha
HP1504101T2D_G22,7,alpha
HP1504101T2D_G23,7,alpha
HP1504101T2D_G24,7,alpha
HP1504101T2D_H15,7,alpha
HP1504101T2D_H17,7,alpha
HP1504101T2D_H2,7,alpha
HP1504101T2D_H20,7,alpha
HP1504101T2D_H21,7,alpha
HP1504101T2D_H22,7,alpha
HP1504101T2D_H4,7,alpha
HP1504101T2D_H9,7,alpha
HP1504101T2D_I1,7,alpha
HP1504101T2D_I14,7,alpha
HP1504101T2D_I17,7,alpha
HP1504101T2D_I18,7,alpha
HP1504101T2D_I2,7,alpha
HP1504101T2D_I20,7,alpha
HP1504101T2D_I22,7,alpha
HP1504101T2D_I23,7,alpha
HP1504101T2D_I24,7,alpha
HP1504101T2D_I5,7,alpha
HP1504101T2D_I8,7,alpha
HP1504101T2D_J1,7,alpha
HP1504101T2D_J11,7,alpha
HP1504101T2D_J13,7,alpha
HP1504101T2D_J15,7,alpha
HP1504101T2D_J18,7,alpha
HP1504101T2D_J2,7,alpha
HP1504101T2D_J20,7,alpha
HP1504101T2D_J24,7,alpha
HP1504101T2D_J7,7,alpha
HP1504101T2D_K12,7,alpha
HP1504101T2D_K17,7,alpha
HP1504101T2D_K18,7,alpha
HP1504101T2D_K20,7,alpha
HP1504101T2D_K22,7,alpha
HP1504101T2D_K23,7,alpha
HP1504101T2D_K24,7,alpha
HP1504101T2D_K4,7,alpha
HP1504101T2D_L10,7,alpha
HP1504101T2D_L18,7,alpha
HP1504101T2D_L19,7,alpha
HP1504101T2D_L2,7,alpha
HP1504101T2D_L21,7,alpha
HP1504101T2D_L23,7,alpha
HP1504101T2D_L3,7,alpha
HP1504101T2D_L4,7,alpha
HP1504101T2D_L5,7,alpha
HP1504101T2D_L7,7,alpha
HP1504101T2D_L8,7,alpha
HP1504101T2D_M10,7,alpha
HP1504101T2D_M15,7,alpha
HP1504101T2D_M18,7,alpha
HP1504101T2D_M19,7,alpha
HP1504101T2D_M2,7,alpha
HP1504101T2D_M21,7,alpha
HP1504101T2D_M23,7,alpha
HP1504101T2D_M24,7,alpha
HP1504101T2D_M4,7,alpha
HP1504101T2D_M5,7,alpha
HP1504101T2D_M6,7,alpha
HP1504101T2D_M7,7,alpha
HP1504101T2D_M9,7,alpha
HP1504101T2D_N1,7,alpha
HP1504101T2D_N12,7,alpha
HP1504101T2D_N13,7,alpha
HP1504101T2D_N15,7,alpha
HP1504101T2D_N17,7,alpha
HP1504101T2D_N19,7,alpha
HP1504101T2D_N2,7,alpha
HP1504101T2D_N22,7,alpha
HP1504101T2D_N24,7,alpha
HP1504101T2D_N5,7,alpha
HP1504101T2D_N6,7,alpha
HP1504101T2D_N7,7,alpha
HP1504101T2D_N8,7,alpha
HP1504101T2D_N9,7,alpha
HP1504101T2D_O10,7,alpha
HP1504101T2D_O13,7,alpha
HP1504101T2D_O14,7,alpha
HP1504101T2D_O16,7,alpha
HP1504101T2D_O20,7,alpha
HP1504101T2D_O22,7,alpha
HP1504101T2D_O3,7,alpha
HP1504101T2D_O6,7,alpha
HP1504101T2D_O9,7,alpha
HP1504101T2D_P11,7,alpha
HP1504101T2D_P14,7,alpha
HP1504101T2D_P17,7,alpha
HP1504101T2D_P18,7,alpha
HP1504101T2D_P2,7,alpha
HP1504101T2D_P21,7,alpha
HP1504101T2D_P22,7,alpha
HP1504101T2D_P7,7,alpha
HP1504901_A14,7,alpha
HP1504901_A19,7,alpha
HP1504901_A2,7,alpha
HP1504901_A9,7,alpha
HP1504901_B1,7,alpha
HP1504901_B15,7,alpha
HP1504901_B16,7,alpha
HP1504901_B18,7,alpha
HP1504901_B21,7,alpha
HP1504901_B3,7,alpha
HP1504901_C11,7,alpha
HP1504901_C16,7,alpha
HP1504901_D1,7,alpha
HP1504901_D12,7,alpha
HP1504901_D14,7,alpha
HP1504901_D15,7,alpha
HP1504901_D16,7,alpha
HP1504901_D17,7,alpha
HP1504901_D2,7,alpha
HP1504901_D21,7,alpha
HP1504901_D22,7,alpha
HP1504901_D23,7,alpha
HP1504901_D5,7,alpha
HP1504901_E14,7,alpha
HP1504901_E18,7,alpha
HP1504901_E24,7,alpha
HP1504901_F10,7,alpha
HP1504901_F12,7,alpha
HP1504901_F19,7,alpha
HP1504901_F20,7,alpha
HP1504901_F24,7,alpha
HP1504901_F3,7,alpha
HP1504901_F4,7,alpha
HP1504901_F5,7,alpha
HP1504901_F9,7,alpha
HP1504901_G13,7,alpha
HP1504901_G15,7,alpha
HP1504901_G19,7,alpha
HP1504901_G2,7,alpha
HP1504901_G24,7,alpha
HP1504901_G3,7,alpha
HP1504901_G6,7,alpha
HP1504901_G9,7,alpha
HP1504901_H1,7,alpha
HP1504901_H10,7,alpha
HP1504901_H11,7,alpha
HP1504901_H12,7,alpha
HP1504901_H2,7,alpha
HP1504901_H4,7,alpha
HP1504901_H6,7,alpha
HP1504901_I12,7,alpha
HP1504901_I2,7,alpha
HP1504901_I21,7,alpha
HP1504901_I24,7,alpha
HP1504901_I3,7,alpha
HP1504901_I8,7,alpha
HP1504901_J12,7,alpha
HP1504901_J17,7,alpha
HP1504901_J20,7,alpha
HP1504901_J22,7,alpha
HP1504901_J23,7,alpha
HP1504901_J6,7,alpha
HP1504901_J8,7,alpha
HP1504901_K1,7,alpha
HP1504901_K12,7,alpha
HP1504901_K5,7,alpha
HP1504901_K6,7,alpha
HP1504901_L1,7,alpha
HP1504901_L13,7,alpha
HP1504901_L14,7,alpha
HP1504901_L21,7,alpha
HP1504901_M12,7,alpha
HP1504901_M18,7,alpha
HP1504901_M24,7,alpha
HP1504901_M3,7,alpha
HP1504901_N1,7,alpha
HP1504901_N12,7,alpha
HP1504901_N16,7,alpha
HP1504901_N17,7,alpha
HP1504901_N19,7,alpha
HP1504901_N2,7,alpha
HP1504901_N22,7,alpha
HP1504901_N7,7,alpha
HP1504901_O10,7,alpha
HP1504901_O16,7,alpha
HP1504901_O17,7,alpha
HP1504901_O6,7,alpha
HP1504901_O7,7,alpha
HP1504901_O9,7,alpha
HP1504901_P10,7,alpha
HP1504901_P20,7,alpha
HP1504901_P21,7,alpha
HP1506401_A21,7,alpha
HP1506401_A5,7,alpha
HP1506401_C5,7,alpha
HP1506401_E11,7,alpha
HP1506401_E15,7,alpha
HP1506401_F13,7,alpha
HP1506401_F17,7,alpha
HP1506401_G1,7,alpha
HP1506401_G13,7,alpha
HP1506401_G24,7,alpha
HP1506401_G3,7,alpha
HP1506401_G5,7,alpha
HP1506401_H13,7,alpha
HP1506401_H14,7,alpha
HP1506401_H22,7,alpha
HP1506401_I8,7,alpha
HP1506401_J4,7,alpha
HP1506401_K12,7,alpha
HP1506401_L23,7,alpha
HP1506401_M12,7,alpha
HP1506401_N19,7,alpha
HP1506401_N4,7,alpha
HP1506401_O23,7,alpha
HP1506401_O3,7,alpha
HP1506401_P19,7,alpha
HP1506401_P3,7,alpha
HP1507101_A14,7,alpha
HP1507101_A20,7,alpha
HP1507101_A22,7,alpha
HP1507101_A4,7,alpha
HP1507101_B1,7,alpha
HP1507101_B12,7,alpha
HP1507101_B13,7,alpha
HP1507101_B14,7,alpha
HP1507101_B16,7,alpha
HP1507101_B18,7,alpha
HP1507101_B19,7,alpha
HP1507101_B23,7,alpha
HP1507101_B24,7,alpha
HP1507101_B3,7,alpha
HP1507101_B4,7,alpha
HP1507101_B6,7,alpha
HP1507101_B7,7,alpha
HP1507101_C14,7,alpha
HP1507101_C18,7,alpha
HP1507101_C2,7,alpha
HP1507101_C4,7,alpha
HP1507101_C5,7,alpha
HP1507101_C8,7,alpha
HP1507101_D1,7,alpha
HP1507101_D12,7,alpha
HP1507101_D14,7,alpha
HP1507101_D15,7,alpha
