,Found,Truth
human2_lib1.final_cell_0008,2,delta
human2_lib1.final_cell_0011,2,delta
human2_lib1.final_cell_0012,2,delta
human2_lib1.final_cell_0014,2,delta
human2_lib1.final_cell_0024,2,delta
human2_lib1.final_cell_0027,2,delta
human2_lib1.final_cell_0034,2,delta
human2_lib1.final_cell_0035,2,delta
human2_lib1.final_cell_0036,2,delta
human2_lib1.final_cell_0042,2,delta
human2_lib1.final_cell_0044,2,delta
human2_lib1.final_cell_0060,2,delta
human2_lib1.final_cell_0061,2,delta
human2_lib1.final_cell_0095,2,delta
human2_lib1.final_cell_0104,2,delta
human2_lib1.final_cell_0123,2,delta
human2_lib1.final_cell_0156,2,delta
human2_lib1.final_cell_0169,2,delta
human2_lib1.final_cell_0173,2,delta
human2_lib1.final_cell_0193,2,delta
human2_lib1.final_cell_0200,2,delta
human2_lib1.final_cell_0211,2,delta
human2_lib1.final_cell_0246,2,delta
human2_lib1.final_cell_0267,2,delta
human2_lib1.final_cell_0272,2,delta
human2_lib1.final_cell_0275,2,delta
human2_lib1.final_cell_0278,2,delta
human2_lib1.final_cell_0330,2,delta
human2_lib1.final_cell_0355,2,delta
human2_lib1.final_cell_0364,2,delta
human2_lib1.final_cell_0401,2,delta
human2_lib1.final_cell_0433,2,delta
human2_lib1.final_cell_0435,2,delta
human2_lib1.final_cell_0453,2,delta
human2_lib1.final_cell_0469,2,delta
human2_lib2.final_cell_0001,2,delta
human2_lib2.final_cell_0006,2,delta
human2_lib2.final_cell_0009,2,delta
human2_lib2.final_cell_0010,2,delta
human2_lib2.final_cell_0011,2,delta
human2_lib2.final_cell_0014,2,delta
human2_lib2.final_cell_0020,2,delta
human2_lib2.final_cell_0023,2,delta
human2_lib2.final_cell_0026,2,delta
human2_lib2.final_cell_0034,2,delta
human2_lib2.final_cell_0047,2,delta
human2_lib2.final_cell_0109,2,delta
human2_lib2.final_cell_0129,2,delta
human2_lib2.final_cell_0140,2,delta
human2_lib2.final_cell_0149,2,delta
human2_lib2.final_cell_0151,2,delta
human2_lib2.final_cell_0155,2,delta
human2_lib2.final_cell_0165,2,delta
human2_lib2.final_cell_0166,2,delta
human2_lib2.final_cell_0172,2,delta
human2_lib2.final_cell_0178,2,delta
human2_lib2.final_cell_0181,2,delta
human2_lib2.final_cell_0184,2,delta
human2_lib2.final_cell_0242,2,delta
human2_lib2.final_cell_0260,2,delta
human2_lib2.final_cell_0283,2,delta
human2_lib2.final_cell_0296,2,delta
human2_lib2.final_cell_0310,2,delta
human2_lib2.final_cell_0315,2,delta
human2_lib2.final_cell_0335,2,delta
human2_lib2.final_cell_0427,2,delta
human2_lib2.final_cell_0556,2,delta
human2_lib3.final_cell_0002,2,delta
human2_lib3.final_cell_0003,2,delta
human2_lib3.final_cell_0010,2,delta
human2_lib3.final_cell_0014,2,delta
human2_lib3.final_cell_0019,2,delta
human2_lib3.final_cell_0020,2,delta
human2_lib3.final_cell_0023,2,delta
human2_lib3.final_cell_0024,2,delta
human2_lib3.final_cell_0026,2,delta
human2_lib3.final_cell_0031,2,delta
human2_lib3.final_cell_0033,2,delta
human2_lib3.final_cell_0039,2,delta
human2_lib3.final_cell_0041,2,delta
human2_lib3.final_cell_0043,2,delta
human2_lib3.final_cell_0047,2,delta
human2_lib3.final_cell_0048,2,delta
human2_lib3.final_cell_0054,2,delta
human2_lib3.final_cell_0069,2,delta
human2_lib3.final_cell_0087,2,delta
human2_lib3.final_cell_0088,2,delta
human2_lib3.final_cell_0095,2,delta
human2_lib3.final_cell_0098,2,delta
human2_lib3.final_cell_0123,2,delta
human2_lib3.final_cell_0137,2,delta
human2_lib3.final_cell_0149,2,delta
human2_lib3.final_cell_0159,2,delta
human2_lib3.final_cell_0161,2,delta
human2_lib3.final_cell_0172,2,delta
human2_lib3.final_cell_0202,2,delta
human2_lib3.final_cell_0210,2,delta
human2_lib3.final_cell_0223,2,delta
human2_lib3.final_cell_0226,2,delta
human2_lib3.final_cell_0243,2,delta
human2_lib3.final_cell_0249,2,delta
human2_lib3.final_cell_0250,2,delta
human2_lib3.final_cell_0252,2,delta
human2_lib3.final_cell_0260,2,delta
human2_lib3.final_cell_0288,2,delta
human2_lib3.final_cell_0306,2,delta
human2_lib3.final_cell_0311,2,delta
human2_lib3.final_cell_0314,2,delta
human2_lib3.final_cell_0317,2,delta
human2_lib3.final_cell_0331,2,delta
human2_lib3.final_cell_0346,2,delta
human2_lib3.final_cell_0350,2,delta
human2_lib3.final_cell_0370,2,delta
human2_lib3.final_cell_0410,2,delta
human2_lib3.final_cell_0424,2,delta
human2_lib3.final_cell_0438,2,delta
human2_lib3.final_cell_0443,2,delta
human2_lib3.final_cell_0457,2,delta
human2_lib3.final_cell_0491,2,delta
human2_lib3.final_cell_0037,2,epsilon
human2_lib1.final_cell_0031,3,activated_stellate
human2_lib1.final_cell_0053,3,quiescent_stellate
human2_lib1.final_cell_0378,3,quiescent_stellate
human2_lib1.final_cell_0500,3,quiescent_stellate
human2_lib1.final_cell_0507,3,quiescent_stellate
human2_lib1.final_cell_0549,3,quiescent_stellate
human2_lib2.final_cell_0243,3,quiescent_stellate
human2_lib2.final_cell_0358,3,quiescent_stellate
human2_lib2.final_cell_0382,3,quiescent_stellate
human2_lib2.final_cell_0462,3,quiescent_stellate
human2_lib2.final_cell_0543,3,quiescent_stellate
human2_lib2.final_cell_0562,3,quiescent_stellate
human2_lib2.final_cell_0565,3,quiescent_stellate
human2_lib3.final_cell_0097,3,quiescent_stellate
human2_lib3.final_cell_0230,3,quiescent_stellate
human2_lib3.final_cell_0251,3,quiescent_stellate
human2_lib3.final_cell_0310,3,quiescent_stellate
human2_lib3.final_cell_0386,3,quiescent_stellate
human2_lib3.final_cell_0428,3,quiescent_stellate
human2_lib3.final_cell_0429,3,quiescent_stellate
human2_lib3.final_cell_0493,3,quiescent_stellate
human2_lib3.final_cell_0498,3,quiescent_stellate
human2_lib1.final_cell_0009,4,activated_stellate
human2_lib1.final_cell_0050,4,activated_stellate
human2_lib1.final_cell_0070,4,activated_stellate
human2_lib1.final_cell_0143,4,activated_stellate
human2_lib1.final_cell_0152,4,activated_stellate
human2_lib1.final_cell_0165,4,activated_stellate
human2_lib1.final_cell_0171,4,activated_stellate
human2_lib1.final_cell_0202,4,activated_stellate
human2_lib1.final_cell_0217,4,activated_stellate
human2_lib1.final_cell_0234,4,activated_stellate
human2_lib1.final_cell_0247,4,activated_stellate
human2_lib1.final_cell_0266,4,activated_stellate
human2_lib1.final_cell_0269,4,activated_stellate
human2_lib1.final_cell_0287,4,activated_stellate
human2_lib1.final_cell_0350,4,activated_stellate
human2_lib1.final_cell_0394,4,activated_stellate
human2_lib1.final_cell_0406,4,activated_stellate
human2_lib1.final_cell_0444,4,activated_stellate
human2_lib1.final_cell_0457,4,activated_stellate
human2_lib1.final_cell_0471,4,activated_stellate
human2_lib1.final_cell_0481,4,activated_stellate
human2_lib1.final_cell_0495,4,activated_stellate
human2_lib1.final_cell_0523,4,activated_stellate
human2_lib2.final_cell_0012,4,activated_stellate
human2_lib2.final_cell_0029,4,activated_stellate
human2_lib2.final_cell_0069,4,activated_stellate
human2_lib2.final_cell_0085,4,activated_stellate
human2_lib2.final_cell_0102,4,activated_stellate
human2_lib2.final_cell_0104,4,activated_stellate
human2_lib2.final_cell_0112,4,activated_stellate
human2_lib2.final_cell_0119,4,activated_stellate
human2_lib2.final_cell_0145,4,activated_stellate
human2_lib2.final_cell_0180,4,activated_stellate
human2_lib2.final_cell_0201,4,activated_stellate
human2_lib2.final_cell_0221,4,activated_stellate
human2_lib2.final_cell_0282,4,activated_stellate
human2_lib2.final_cell_0290,4,activated_stellate
human2_lib2.final_cell_0308,4,activated_stellate
human2_lib2.final_cell_0323,4,activated_stellate
human2_lib2.final_cell_0331,4,activated_stellate
human2_lib2.final_cell_0346,4,activated_stellate
human2_lib2.final_cell_0375,4,activated_stellate
human2_lib2.final_cell_0386,4,activated_stellate
human2_lib2.final_cell_0401,4,activated_stellate
human2_lib2.final_cell_0429,4,activated_stellate
human2_lib2.final_cell_0448,4,activated_stellate
human2_lib2.final_cell_0476,4,activated_stellate
human2_lib2.final_cell_0500,4,activated_stellate
human2_lib2.final_cell_0553,4,activated_stellate
human2_lib2.final_cell_0559,4,activated_stellate
human2_lib2.final_cell_0568,4,activated_stellate
human2_lib2.final_cell_0571,4,activated_stellate
human2_lib3.final_cell_0044,4,activated_stellate
human2_lib3.final_cell_0057,4,activated_stellate
human2_lib3.final_cell_0062,4,activated_stellate
human2_lib3.final_cell_0100,4,activated_stellate
human2_lib3.final_cell_0102,4,activated_stellate
human2_lib3.final_cell_0108,4,activated_stellate
human2_lib3.final_cell_0117,4,activated_stellate
human2_lib3.final_cell_0124,4,activated_stellate
human2_lib3.final_cell_0131,4,activated_stellate
human2_lib3.final_cell_0155,4,activated_stellate
human2_lib3.final_cell_0166,4,activated_stellate
human2_lib3.final_cell_0183,4,activated_stellate
human2_lib3.final_cell_0227,4,activated_stellate
human2_lib3.final_cell_0240,4,activated_stellate
human2_lib3.final_cell_0247,4,activated_stellate
human2_lib3.final_cell_0265,4,activated_stellate
human2_lib3.final_cell_0273,4,activated_stellate
human2_lib3.final_cell_0279,4,activated_stellate
human2_lib3.final_cell_0280,4,activated_stellate
human2_lib3.final_cell_0289,4,activated_stellate
human2_lib3.final_cell_0354,4,activated_stellate
human2_lib3.final_cell_0357,4,activated_stellate
human2_lib3.final_cell_0488,4,activated_stellate
human2_lib3.final_cell_0500,4,activated_stellate
human2_lib3.final_cell_0545,4,activated_stellate
human2_lib3.final_cell_0561,4,activated_stellate
human2_lib3.final_cell_0564,4,activated_stellate
human2_lib1.final_cell_0188,5,endothelial
human2_lib1.final_cell_0197,5,endothelial
human2_lib1.final_cell_0216,5,endothelial
human2_lib1.final_cell_0244,5,endothelial
human2_lib1.final_cell_0283,5,endothelial
human2_lib1.final_cell_0334,5,endothelial
human2_lib1.final_cell_0365,5,endothelial
human2_lib1.final_cell_0482,5,endothelial
human2_lib1.final_cell_0485,5,endothelial
human2_lib1.final_cell_0541,5,endothelial
human2_lib2.final_cell_0347,5,endothelial
human2_lib2.final_cell_0353,5,endothelial
human2_lib2.final_cell_0371,5,endothelial
human2_lib2.final_cell_0389,5,endothelial
human2_lib2.final_cell_0478,5,endothelial
human2_lib3.final_cell_0208,5,endothelial
human2_lib3.final_cell_0292,5,endothelial
human2_lib3.final_cell_0305,5,endothelial
human2_lib3.final_cell_0349,5,endothelial
human2_lib3.final_cell_0417,5,endothelial
human2_lib3.final_cell_0421,5,endothelial
human2_lib3.final_cell_0509,5,endothelial
human2_lib3.final_cell_0523,5,endothelial
human2_lib1.final_cell_0040,5,macrophage
human2_lib1.final_cell_0167,5,macrophage
human2_lib1.final_cell_0422,5,macrophage
human2_lib1.final_cell_0544,5,macrophage
human2_lib2.final_cell_0021,5,macrophage
human2_lib2.final_cell_0120,5,macrophage
human2_lib2.final_cell_0144,5,macrophage
human2_lib2.final_cell_0150,5,macrophage
human2_lib2.final_cell_0234,5,macrophage
human2_lib2.final_cell_0348,5,macrophage
human2_lib2.final_cell_0394,5,macrophage
human2_lib2.final_cell_0430,5,macrophage
human2_lib3.final_cell_0076,5,macrophage
human2_lib3.final_cell_0077,5,macrophage
human2_lib3.final_cell_0147,5,macrophage
human2_lib3.final_cell_0271,5,macrophage
human2_lib3.final_cell_0562,5,macrophage
human2_lib1.final_cell_0525,5,mast
human2_lib2.final_cell_0504,5,mast
human2_lib2.final_cell_0526,5,mast
human2_lib2.final_cell_0528,5,mast
human2_lib2.final_cell_0540,5,mast
human2_lib3.final_cell_0496,5,mast
human2_lib3.final_cell_0525,5,mast
human2_lib3.final_cell_0530,5,mast
human2_lib3.final_cell_0546,5,mast
human2_lib3.final_cell_0547,6,activated_stellate
human2_lib1.final_cell_0116,6,alpha
human2_lib1.final_cell_0528,6,alpha
human2_lib2.final_cell_0039,6,alpha
human2_lib1.final_cell_0096,6,gamma
human2_lib1.final_cell_0102,6,gamma
human2_lib1.final_cell_0185,6,gamma
human2_lib1.final_cell_0189,6,gamma
human2_lib1.final_cell_0207,6,gamma
human2_lib1.final_cell_0226,6,gamma
human2_lib1.final_cell_0248,6,gamma
human2_lib1.final_cell_0253,6,gamma
human2_lib1.final_cell_0295,6,gamma
human2_lib1.final_cell_0312,6,gamma
human2_lib1.final_cell_0361,6,gamma
human2_lib1.final_cell_0372,6,gamma
human2_lib1.final_cell_0376,6,gamma
human2_lib1.final_cell_0392,6,gamma
human2_lib1.final_cell_0398,6,gamma
human2_lib1.final_cell_0407,6,gamma
human2_lib1.final_cell_0414,6,gamma
human2_lib1.final_cell_0432,6,gamma
human2_lib1.final_cell_0439,6,gamma
human2_lib1.final_cell_0443,6,gamma
human2_lib1.final_cell_0452,6,gamma
human2_lib1.final_cell_0461,6,gamma
human2_lib1.final_cell_0470,6,gamma
human2_lib1.final_cell_0477,6,gamma
human2_lib1.final_cell_0478,6,gamma
human2_lib1.final_cell_0494,6,gamma
human2_lib1.final_cell_0501,6,gamma
human2_lib1.final_cell_0531,6,gamma
human2_lib1.final_cell_0545,6,gamma
human2_lib2.final_cell_0081,6,gamma
human2_lib2.final_cell_0090,6,gamma
human2_lib2.final_cell_0106,6,gamma
human2_lib2.final_cell_0183,6,gamma
human2_lib2.final_cell_0185,6,gamma
human2_lib2.final_cell_0274,6,gamma
human2_lib2.final_cell_0298,6,gamma
human2_lib2.final_cell_0301,6,gamma
human2_lib2.final_cell_0339,6,gamma
human2_lib2.final_cell_0351,6,gamma
human2_lib2.final_cell_0378,6,gamma
human2_lib2.final_cell_0387,6,gamma
human2_lib2.final_cell_0408,6,gamma
human2_lib2.final_cell_0419,6,gamma
human2_lib2.final_cell_0426,6,gamma
human2_lib2.final_cell_0434,6,gamma
human2_lib2.final_cell_0453,6,gamma
human2_lib2.final_cell_0472,6,gamma
human2_lib2.final_cell_0488,6,gamma
human2_lib2.final_cell_0520,6,gamma
human2_lib2.final_cell_0525,6,gamma
human2_lib2.final_cell_0527,6,gamma
human2_lib2.final_cell_0531,6,gamma
human2_lib2.final_cell_0549,6,gamma
human2_lib2.final_cell_0550,6,gamma
human2_lib2.final_cell_0579,6,gamma
human2_lib2.final_cell_0585,6,gamma
human2_lib3.final_cell_0239,6,gamma
human2_lib3.final_cell_0263,6,gamma
human2_lib3.final_cell_0330,6,gamma
human2_lib3.final_cell_0338,6,gamma
human2_lib3.final_cell_0342,6,gamma
human2_lib3.final_cell_0347,6,gamma
human2_lib3.final_cell_0353,6,gamma
human2_lib3.final_cell_0358,6,gamma
human2_lib3.final_cell_0361,6,gamma
human2_lib3.final_cell_0363,6,gamma
human2_lib3.final_cell_0379,6,gamma
human2_lib3.final_cell_0385,6,gamma
human2_lib3.final_cell_0399,6,gamma
human2_lib3.final_cell_0400,6,gamma
human2_lib3.final_cell_0408,6,gamma
human2_lib3.final_cell_0419,6,gamma
human2_lib3.final_cell_0423,6,gamma
human2_lib3.final_cell_0425,6,gamma
human2_lib3.final_cell_0432,6,gamma
human2_lib3.final_cell_0439,6,gamma
human2_lib3.final_cell_0455,6,gamma
human2_lib3.final_cell_0470,6,gamma
human2_lib3.final_cell_0477,6,gamma
human2_lib3.final_cell_0494,6,gamma
human2_lib3.final_cell_0516,6,gamma
human2_lib3.final_cell_0526,6,gamma
human2_lib3.final_cell_0527,6,gamma
human2_lib3.final_cell_0553,6,gamma
human2_lib3.final_cell_0559,6,gamma
human2_lib1.final_cell_0003,7,alpha
human2_lib1.final_cell_0013,7,alpha
human2_lib1.final_cell_0015,7,alpha
human2_lib1.final_cell_0016,7,alpha
human2_lib1.final_cell_0019,7,alpha
human2_lib1.final_cell_0020,7,alpha
human2_lib1.final_cell_0022,7,alpha
human2_lib1.final_cell_0023,7,alpha
human2_lib1.final_cell_0026,7,alpha
human2_lib1.final_cell_0033,7,alpha
human2_lib1.final_cell_0037,7,alpha
human2_lib1.final_cell_0039,7,alpha
human2_lib1.final_cell_0041,7,alpha
human2_lib1.final_cell_0045,7,alpha
human2_lib1.final_cell_0046,7,alpha
human2_lib1.final_cell_0047,7,alpha
human2_lib1.final_cell_0048,7,alpha
human2_lib1.final_cell_0052,7,alpha
human2_lib1.final_cell_0055,7,alpha
human2_lib1.final_cell_0059,7,alpha
human2_lib1.final_cell_0062,7,alpha
human2_lib1.final_cell_0064,7,alpha
human2_lib1.final_cell_0065,7,alpha
human2_lib1.final_cell_0066,7,alpha
human2_lib1.final_cell_0072,7,alpha
human2_lib1.final_cell_0075,7,alpha
human2_lib1.final_cell_0077,7,alpha
human2_lib1.final_cell_0079,7,alpha
human2_lib1.final_cell_0081,7,alpha
human2_lib1.final_cell_0084,7,alpha
human2_lib1.final_cell_0085,7,alpha
human2_lib1.final_cell_0087,7,alpha
human2_lib1.final_cell_0088,7,alpha
human2_lib1.final_cell_0089,7,alpha
human2_lib1.final_cell_0091,7,alpha
human2_lib1.final_cell_0093,7,alpha
human2_lib1.final_cell_0097,7,alpha
human2_lib1.final_cell_0099,7,alpha
human2_lib1.final_cell_0103,7,alpha
human2_lib1.final_cell_0106,7,alpha
human2_lib1.final_cell_0108,7,alpha
human2_lib1.final_cell_0109,7,alpha
human2_lib1.final_cell_0110,7,alpha
human2_lib1.final_cell_0114,7,alpha
human2_lib1.final_cell_0118,7,alpha
human2_lib1.final_cell_0120,7,alpha
human2_lib1.final_cell_0122,7,alpha
human2_lib1.final_cell_0127,7,alpha
human2_lib1.final_cell_0130,7,alpha
human2_lib1.final_cell_0131,7,alpha
human2_lib1.final_cell_0132,7,alpha
human2_lib1.final_cell_0133,7,alpha
human2_lib1.final_cell_0135,7,alpha
human2_lib1.final_cell_0140,7,alpha
human2_lib1.final_cell_0142,7,alpha
human2_lib1.final_cell_0144,7,alpha
human2_lib1.final_cell_0146,7,alpha
human2_lib1.final_cell_0147,7,alpha
human2_lib1.final_cell_0148,7,alpha
human2_lib1.final_cell_0149,7,alpha
human2_lib1.final_cell_0153,7,alpha
human2_lib1.final_cell_0154,7,alpha
human2_lib1.final_cell_0157,7,alpha
human2_lib1.final_cell_0158,7,alpha
human2_lib1.final_cell_0161,7,alpha
human2_lib1.final_cell_0162,7,alpha
human2_lib1.final_cell_0163,7,alpha
human2_lib1.final_cell_0164,7,alpha
human2_lib1.final_cell_0166,7,alpha
human2_lib1.final_cell_0168,7,alpha
human2_lib1.final_cell_0170,7,alpha
human2_lib1.final_cell_0172,7,alpha
human2_lib1.final_cell_0174,7,alpha
human2_lib1.final_cell_0175,7,alpha
human2_lib1.final_cell_0176,7,alpha
human2_lib1.final_cell_0178,7,alpha
human2_lib1.final_cell_0179,7,alpha
human2_lib1.final_cell_0180,7,alpha
human2_lib1.final_cell_0184,7,alpha
human2_lib1.final_cell_0191,7,alpha
human2_lib1.final_cell_0199,7,alpha
human2_lib1.final_cell_0203,7,alpha
human2_lib1.final_cell_0208,7,alpha
human2_lib1.final_cell_0209,7,alpha
human2_lib1.final_cell_0210,7,alpha
human2_lib1.final_cell_0212,7,alpha
human2_lib1.final_cell_0214,7,alpha
human2_lib1.final_cell_0218,7,alpha
human2_lib1.final_cell_0220,7,alpha
human2_lib1.final_cell_0221,7,alpha
human2_lib1.final_cell_0222,7,alpha
human2_lib1.final_cell_0225,7,alpha
human2_lib1.final_cell_0228,7,alpha
human2_lib1.final_cell_0229,7,alpha
human2_lib1.final_cell_0230,7,alpha
human2_lib1.final_cell_0235,7,alpha
human2_lib1.final_cell_0239,7,alpha
human2_lib1.final_cell_0240,7,alpha
human2_lib1.final_cell_0241,7,alpha
human2_lib1.final_cell_0243,7,alpha
human2_lib1.final_cell_0245,7,alpha
human2_lib1.final_cell_0250,7,alpha
human2_lib1.final_cell_0258,7,alpha
human2_lib1.final_cell_0264,7,alpha
human2_lib1.final_cell_0265,7,alpha
human2_lib1.final_cell_0268,7,alpha
human2_lib1.final_cell_0271,7,alpha
human2_lib1.final_cell_0277,7,alpha
human2_lib1.final_cell_0279,7,alpha
human2_lib1.final_cell_0286,7,alpha
human2_lib1.final_cell_0289,7,alpha
human2_lib1.final_cell_0292,7,alpha
human2_lib1.final_cell_0294,7,alpha
human2_lib1.final_cell_0299,7,alpha
human2_lib1.final_cell_0300,7,alpha
human2_lib1.final_cell_0301,7,alpha
human2_lib1.final_cell_0302,7,alpha
human2_lib1.final_cell_0305,7,alpha
human2_lib1.final_cell_0306,7,alpha
human2_lib1.final_cell_0308,7,alpha
human2_lib1.final_cell_0310,7,alpha
human2_lib1.final_cell_0311,7,alpha
human2_lib1.final_cell_0315,7,alpha
human2_lib1.final_cell_0316,7,alpha
human2_lib1.final_cell_0320,7,alpha
human2_lib1.final_cell_0322,7,alpha
human2_lib1.final_cell_0329,7,alpha
human2_lib1.final_cell_0331,7,alpha
human2_lib1.final_cell_0335,7,alpha
human2_lib1.final_cell_0336,7,alpha
human2_lib1.final_cell_0337,7,alpha
human2_lib1.final_cell_0338,7,alpha
human2_lib1.final_cell_0339,7,alpha
human2_lib1.final_cell_0340,7,alpha
human2_lib1.final_cell_0342,7,alpha
human2_lib1.final_cell_0343,7,alpha
human2_lib1.final_cell_0345,7,alpha
human2_lib1.final_cell_0349,7,alpha
human2_lib1.final_cell_0352,7,alpha
human2_lib1.final_cell_0353,7,alpha
human2_lib1.final_cell_0356,7,alpha
human2_lib1.final_cell_0357,7,alpha
human2_lib1.final_cell_0359,7,alpha
human2_lib1.final_cell_0360,7,alpha
human2_lib1.final_cell_0363,7,alpha
human2_lib1.final_cell_0367,7,alpha
human2_lib1.final_cell_0369,7,alpha
human2_lib1.final_cell_0370,7,alpha
human2_lib1.final_cell_0371,7,alpha
human2_lib1.final_cell_0374,7,alpha
human2_lib1.final_cell_0375,7,alpha
human2_lib1.final_cell_0377,7,alpha
human2_lib1.final_cell_0383,7,alpha
human2_lib1.final_cell_0384,7,alpha
human2_lib1.final_cell_0385,7,alpha
human2_lib1.final_cell_0386,7,alpha
human2_lib1.final_cell_0387,7,alpha
human2_lib1.final_cell_0389,7,alpha
human2_lib1.final_cell_0397,7,alpha
human2_lib1.final_cell_0400,7,alpha
human2_lib1.final_cell_0402,7,alpha
human2_lib1.final_cell_0404,7,alpha
human2_lib1.final_cell_0408,7,alpha
human2_lib1.final_cell_0409,7,alpha
human2_lib1.final_cell_0412,7,alpha
human2_lib1.final_cell_0413,7,alpha
human2_lib1.final_cell_0415,7,alpha
human2_lib1.final_cell_0416,7,alpha
human2_lib1.final_cell_0417,7,alpha
human2_lib1.final_cell_0418,7,alpha
human2_lib1.final_cell_0419,7,alpha
human2_lib1.final_cell_0420,7,alpha
human2_lib1.final_cell_0424,7,alpha
human2_lib1.final_cell_0425,7,alpha
human2_lib1.final_cell_0427,7,alpha
human2_lib1.final_cell_0428,7,alpha
human2_lib1.final_cell_0429,7,alpha
human2_lib1.final_cell_0437,7,alpha
human2_lib1.final_cell_0440,7,alpha
human2_lib1.final_cell_0441,7,alpha
human2_lib1.final_cell_0442,7,alpha
human2_lib1.final_cell_0445,7,alpha
human2_lib1.final_cell_0447,7,alpha
human2_lib1.final_cell_0448,7,alpha
human2_lib1.final_cell_0451,7,alpha
human2_lib1.final_cell_0454,7,alpha
human2_lib1.final_cell_0455,7,alpha
human2_lib1.final_cell_0458,7,alpha
human2_lib1.final_cell_0459,7,alpha
human2_lib1.final_cell_0460,7,alpha
human2_lib1.final_cell_0462,7,alpha
human2_lib1.final_cell_0464,7,alpha
human2_lib1.final_cell_0465,7,alpha
human2_lib1.final_cell_0472,7,alpha
human2_lib1.final_cell_0476,7,alpha
human2_lib1.final_cell_0480,7,alpha
human2_lib1.final_cell_0486,7,alpha
human2_lib1.final_cell_0489,7,alpha
human2_lib1.final_cell_0491,7,alpha
human2_lib1.final_cell_0492,7,alpha
human2_lib1.final_cell_0493,7,alpha
human2_lib1.final_cell_0496,7,alpha
human2_lib1.final_cell_0498,7,alpha
human2_lib1.final_cell_0499,7,alpha
human2_lib1.final_cell_0502,7,alpha
human2_lib1.final_cell_0503,7,alpha
human2_lib1.final_cell_0504,7,alpha
human2_lib1.final_cell_0505,7,alpha
human2_lib1.final_cell_0506,7,alpha
human2_lib1.final_cell_0508,7,alpha
human2_lib1.final_cell_0509,7,alpha
human2_lib1.final_cell_0510,7,alpha
human2_lib1.final_cell_0512,7,alpha
human2_lib1.final_cell_0518,7,alpha
human2_lib1.final_cell_0519,7,alpha
human2_lib1.final_cell_0521,7,alpha
human2_lib1.final_cell_0526,7,alpha
human2_lib1.final_cell_0529,7,alpha
human2_lib1.final_cell_0537,7,alpha
human2_lib1.final_cell_0551,7,alpha
human2_lib1.final_cell_0552,7,alpha
human2_lib1.final_cell_0554,7,alpha
human2_lib1.final_cell_0557,7,alpha
human2_lib2.final_cell_0002,7,alpha
human2_lib2.final_cell_0003,7,alpha
human2_lib2.final_cell_0004,7,alpha
human2_lib2.final_cell_0005,7,alpha
human2_lib2.final_cell_0008,7,alpha
human2_lib2.final_cell_0019,7,alpha
human2_lib2.final_cell_0027,7,alpha
human2_lib2.final_cell_0028,7,alpha
human2_lib2.final_cell_0033,7,alpha
human2_lib2.final_cell_0038,7,alpha
human2_lib2.final_cell_0041,7,alpha
human2_lib2.final_cell_0051,7,alpha
human2_lib2.final_cell_0055,7,alpha
human2_lib2.final_cell_0059,7,alpha
human2_lib2.final_cell_0060,7,alpha
human2_lib2.final_cell_0063,7,alpha
human2_lib2.final_cell_0074,7,alpha
human2_lib2.final_cell_0079,7,alpha
human2_lib2.final_cell_0082,7,alpha
human2_lib2.final_cell_0088,7,alpha
human2_lib2.final_cell_0092,7,alpha
human2_lib2.final_cell_0095,7,alpha
human2_lib2.final_cell_0096,7,alpha
human2_lib2.final_cell_0098,7,alpha
human2_lib2.final_cell_0099,7,alpha
human2_lib2.final_cell_0100,7,alpha
human2_lib2.final_cell_0101,7,alpha
human2_lib2.final_cell_0103,7,alpha
human2_lib2.final_cell_0107,7,alpha
human2_lib2.final_cell_0111,7,alpha
human2_lib2.final_cell_0114,7,alpha
human2_lib2.final_cell_0115,7,alpha
human2_lib2.final_cell_0116,7,alpha
human2_lib2.final_cell_0124,7,alpha
human2_lib2.final_cell_0128,7,alpha
human2_lib2.final_cell_0132,7,alpha
human2_lib2.final_cell_0134,7,alpha
human2_lib2.final_cell_0138,7,alpha
human2_lib2.final_cell_0139,7,alpha
human2_lib2.final_cell_0143,7,alpha
human2_lib2.final_cell_0148,7,alpha
human2_lib2.final_cell_0152,7,alpha
human2_lib2.final_cell_0156,7,alpha
human2_lib2.final_cell_0159,7,alpha
human2_lib2.final_cell_0163,7,alpha
human2_lib2.final_cell_0164,7,alpha
human2_lib2.final_cell_0167,7,alpha
human2_lib2.final_cell_0168,7,alpha
human2_lib2.final_cell_0170,7,alpha
human2_lib2.final_cell_0173,7,alpha
human2_lib2.final_cell_0176,7,alpha
human2_lib2.final_cell_0179,7,alpha
human2_lib2.final_cell_0188,7,alpha
human2_lib2.final_cell_0190,7,alpha
human2_lib2.final_cell_0194,7,alpha
human2_lib2.final_cell_0199,7,alpha
human2_lib2.final_cell_0202,7,alpha
human2_lib2.final_cell_0206,7,alpha
human2_lib2.final_cell_0208,7,alpha
human2_lib2.final_cell_0209,7,alpha
human2_lib2.final_cell_0210,7,alpha
human2_lib2.final_cell_0211,7,alpha
human2_lib2.final_cell_0212,7,alpha
human2_lib2.final_cell_0215,7,alpha
human2_lib2.final_cell_0216,7,alpha
human2_lib2.final_cell_0217,7,alpha
human2_lib2.final_cell_0222,7,alpha
human2_lib2.final_cell_0224,7,alpha
human2_lib2.final_cell_0225,7,alpha
human2_lib2.final_cell_0227,7,alpha
human2_lib2.final_cell_0228,7,alpha
