,Cell,assigned_cluster
669,human3_lib1.final_cell_0670,ductal
670,human3_lib1.final_cell_0671,beta
671,human3_lib1.final_cell_0672,ductal
672,human3_lib1.final_cell_0673,beta
673,human3_lib1.final_cell_0674,alpha
674,human3_lib1.final_cell_0675,alpha
675,human3_lib1.final_cell_0676,ductal
676,human3_lib1.final_cell_0677,alpha
677,human3_lib1.final_cell_0678,alpha
678,human3_lib1.final_cell_0679,alpha
679,human3_lib1.final_cell_0680,alpha
680,human3_lib1.final_cell_0681,alpha
681,human3_lib1.final_cell_0682,activated_stellate
682,human3_lib1.final_cell_0683,acinar
683,human3_lib1.final_cell_0684,beta
684,human3_lib1.final_cell_0685,alpha
685,human3_lib1.final_cell_0686,quiescent_stellate
686,human3_lib1.final_cell_0687,alpha
687,human3_lib1.final_cell_0688,alpha
688,human3_lib1.final_cell_0689,alpha
689,human3_lib1.final_cell_0690,alpha
690,human3_lib1.final_cell_0691,activated_stellate
691,human3_lib1.final_cell_0692,alpha
692,human3_lib1.final_cell_0693,alpha
693,human3_lib1.final_cell_0694,alpha
694,human3_lib1.final_cell_0695,alpha
695,human3_lib1.final_cell_0696,beta
696,human3_lib1.final_cell_0697,endothelial
697,human3_lib1.final_cell_0698,acinar
698,human3_lib1.final_cell_0699,alpha
699,human3_lib1.final_cell_0700,quiescent_stellate
700,human3_lib1.final_cell_0701,alpha
701,human3_lib1.final_cell_0702,ductal
702,human3_lib1.final_cell_0703,alpha
703,human3_lib1.final_cell_0704,quiescent_stellate
704,human3_lib1.final_cell_0705,alpha
705,human3_lib1.final_cell_0706,ductal
706,human3_lib1.final_cell_0707,beta
707,human3_lib1.final_cell_0708,alpha
708,human3_lib1.final_cell_0709,ductal
709,human3_lib1.final_cell_0710,activated_stellate
710,human3_lib1.final_cell_0711,ductal
711,human3_lib1.final_cell_0712,alpha
712,human3_lib1.final_cell_0713,beta
713,human3_lib1.final_cell_0714,beta
714,human3_lib1.final_cell_0715,alpha
715,human3_lib1.final_cell_0716,alpha
716,human3_lib1.final_cell_0717,alpha
717,human3_lib1.final_cell_0718,delta
718,human3_lib1.final_cell_0719,ductal
719,human3_lib1.final_cell_0720,endothelial
720,human3_lib1.final_cell_0721,beta
721,human3_lib1.final_cell_0722,alpha
722,human3_lib1.final_cell_0723,alpha
723,human3_lib1.final_cell_0724,ductal
724,human3_lib1.final_cell_0725,endothelial
725,human3_lib1.final_cell_0726,alpha
726,human3_lib1.final_cell_0727,alpha
727,human3_lib1.final_cell_0728,beta
728,human3_lib1.final_cell_0729,alpha
729,human3_lib1.final_cell_0730,ductal
730,human3_lib1.final_cell_0731,alpha
731,human3_lib1.final_cell_0732,acinar
732,human3_lib1.final_cell_0733,gamma
733,human3_lib1.final_cell_0734,endothelial
734,human3_lib1.final_cell_0735,alpha
735,human3_lib1.final_cell_0736,ductal
736,human3_lib1.final_cell_0737,alpha
737,human3_lib1.final_cell_0738,beta
738,human3_lib1.final_cell_0739,endothelial
739,human3_lib1.final_cell_0740,endothelial
740,human3_lib1.final_cell_0741,beta
741,human3_lib1.final_cell_0742,alpha
742,human3_lib1.final_cell_0743,ductal
743,human3_lib1.final_cell_0744,alpha
744,human3_lib1.final_cell_0745,alpha
745,human3_lib1.final_cell_0746,alpha
746,human3_lib1.final_cell_0747,activated_stellate
747,human3_lib1.final_cell_0748,alpha
748,human3_lib1.final_cell_0749,quiescent_stellate
749,human3_lib1.final_cell_0750,beta
750,human3_lib1.final_cell_0751,delta
751,human3_lib1.final_cell_0752,beta
752,human3_lib1.final_cell_0753,activated_stellate
753,human3_lib1.final_cell_0754,endothelial
754,human3_lib1.final_cell_0755,delta
755,human3_lib1.final_cell_0756,ductal
756,human3_lib1.final_cell_0757,beta
757,human3_lib1.final_cell_0758,beta
758,human3_lib1.final_cell_0759,alpha
759,human3_lib1.final_cell_0760,endothelial
760,human3_lib1.final_cell_0761,activated_stellate
761,human3_lib1.final_cell_0762,alpha
762,human3_lib1.final_cell_0763,alpha
763,human3_lib1.final_cell_0764,beta
764,human3_lib1.final_cell_0765,ductal
765,human3_lib1.final_cell_0766,beta
766,human3_lib1.final_cell_0767,quiescent_stellate
767,human3_lib1.final_cell_0768,gamma
768,human3_lib1.final_cell_0769,alpha
769,human3_lib1.final_cell_0770,beta
770,human3_lib1.final_cell_0771,acinar
771,human3_lib1.final_cell_0772,ductal
772,human3_lib1.final_cell_0773,alpha
773,human3_lib1.final_cell_0774,endothelial
774,human3_lib1.final_cell_0775,beta
775,human3_lib1.final_cell_0776,alpha
776,human3_lib1.final_cell_0777,acinar
777,human3_lib1.final_cell_0778,acinar
778,human3_lib1.final_cell_0779,alpha
779,human3_lib1.final_cell_0780,alpha
780,human3_lib1.final_cell_0781,beta
781,human3_lib1.final_cell_0782,beta
782,human3_lib1.final_cell_0783,alpha
783,human3_lib1.final_cell_0784,quiescent_stellate
784,human3_lib1.final_cell_0785,alpha
785,human3_lib1.final_cell_0786,endothelial
786,human3_lib1.final_cell_0787,quiescent_stellate
787,human3_lib1.final_cell_0788,beta
788,human3_lib1.final_cell_0789,beta
789,human3_lib1.final_cell_0790,acinar
790,human3_lib1.final_cell_0791,beta
791,human3_lib1.final_cell_0792,alpha
792,human3_lib1.final_cell_0793,ductal
793,human3_lib1.final_cell_0794,acinar
794,human3_lib1.final_cell_0795,beta
795,human3_lib1.final_cell_0796,alpha
796,human3_lib1.final_cell_0797,alpha
797,human3_lib1.final_cell_0798,endothelial
798,human3_lib1.final_cell_0799,alpha
799,human3_lib1.final_cell_0800,alpha
800,human3_lib1.final_cell_0801,beta
801,human3_lib1.final_cell_0802,quiescent_stellate
802,human3_lib1.final_cell_0803,beta
803,human3_lib1.final_cell_0804,beta
804,human3_lib1.final_cell_0805,beta
805,human3_lib1.final_cell_0806,alpha
806,human3_lib1.final_cell_0807,alpha
807,human3_lib1.final_cell_0808,alpha
808,human3_lib1.final_cell_0809,alpha
809,human3_lib1.final_cell_0810,acinar
810,human3_lib1.final_cell_0811,beta
811,human3_lib1.final_cell_0812,acinar
812,human3_lib1.final_cell_0813,alpha
813,human3_lib1.final_cell_0814,ductal
814,human3_lib1.final_cell_0815,delta
815,human3_lib1.final_cell_0816,delta
816,human3_lib1.final_cell_0817,beta
817,human3_lib1.final_cell_0818,alpha
818,human3_lib1.final_cell_0819,alpha
819,human3_lib1.final_cell_0820,activated_stellate
820,human3_lib1.final_cell_0821,beta
821,human3_lib1.final_cell_0822,beta
822,human3_lib1.final_cell_0823,endothelial
823,human3_lib1.final_cell_0824,endothelial
824,human3_lib1.final_cell_0825,beta
825,human3_lib1.final_cell_0826,alpha
826,human3_lib1.final_cell_0827,ductal
827,human3_lib1.final_cell_0828,alpha
828,human3_lib1.final_cell_0829,alpha
829,human3_lib1.final_cell_0830,alpha
830,human3_lib1.final_cell_0831,endothelial
831,human3_lib1.final_cell_0832,alpha
832,human3_lib1.final_cell_0833,alpha
833,human3_lib1.final_cell_0834,beta
834,human3_lib1.final_cell_0835,ductal
835,human3_lib1.final_cell_0836,beta
836,human3_lib1.final_cell_0837,beta
837,human3_lib1.final_cell_0838,alpha
838,human3_lib1.final_cell_0839,alpha
839,human3_lib1.final_cell_0840,beta
840,human3_lib1.final_cell_0841,ductal
841,human3_lib1.final_cell_0842,quiescent_stellate
842,human3_lib1.final_cell_0843,alpha
843,human3_lib1.final_cell_0844,ductal
844,human3_lib1.final_cell_0845,beta
845,human3_lib1.final_cell_0846,beta
846,human3_lib1.final_cell_0847,delta
847,human3_lib1.final_cell_0848,quiescent_stellate
848,human3_lib1.final_cell_0849,delta
849,human3_lib1.final_cell_0850,beta
850,human3_lib1.final_cell_0851,ductal
851,human3_lib1.final_cell_0852,beta
852,human3_lib1.final_cell_0853,endothelial
853,human3_lib1.final_cell_0854,beta
854,human3_lib1.final_cell_0855,endothelial
855,human3_lib1.final_cell_0856,beta
856,human3_lib1.final_cell_0857,ductal
857,human3_lib1.final_cell_0858,ductal
858,human3_lib1.final_cell_0859,alpha
859,human3_lib1.final_cell_0860,alpha
860,human3_lib1.final_cell_0861,gamma
861,human3_lib1.final_cell_0862,beta
862,human3_lib1.final_cell_0863,endothelial
863,human3_lib1.final_cell_0864,endothelial
864,human3_lib1.final_cell_0865,beta
865,human3_lib1.final_cell_0866,alpha
866,human3_lib1.final_cell_0867,beta
867,human3_lib1.final_cell_0868,beta
868,human3_lib1.final_cell_0869,beta
869,human3_lib1.final_cell_0870,beta
870,human3_lib1.final_cell_0871,ductal
871,human3_lib1.final_cell_0872,quiescent_stellate
872,human3_lib1.final_cell_0873,beta
873,human3_lib1.final_cell_0874,alpha
874,human3_lib1.final_cell_0875,beta
875,human3_lib1.final_cell_0876,alpha
876,human3_lib1.final_cell_0877,beta
877,human3_lib1.final_cell_0878,beta
878,human3_lib1.final_cell_0879,beta
879,human3_lib1.final_cell_0880,beta
880,human3_lib1.final_cell_0881,beta
881,human3_lib1.final_cell_0882,alpha
882,human3_lib1.final_cell_0883,beta
883,human3_lib1.final_cell_0884,endothelial
884,human3_lib1.final_cell_0885,quiescent_stellate
885,human3_lib1.final_cell_0886,beta
886,human3_lib1.final_cell_0887,beta
887,human3_lib1.final_cell_0888,beta
888,human3_lib1.final_cell_0889,beta
889,human3_lib1.final_cell_0890,quiescent_stellate
890,human3_lib1.final_cell_0891,endothelial
891,human3_lib1.final_cell_0892,alpha
892,human3_lib1.final_cell_0893,alpha
893,human3_lib1.final_cell_0894,beta
894,human3_lib1.final_cell_0895,ductal
895,human3_lib1.final_cell_0896,endothelial
896,human3_lib1.final_cell_0897,endothelial
897,human3_lib2.final_cell_0001,acinar
898,human3_lib2.final_cell_0002,acinar
899,human3_lib2.final_cell_0003,acinar
900,human3_lib2.final_cell_0004,acinar
901,human3_lib2.final_cell_0005,acinar
902,human3_lib2.final_cell_0006,acinar
903,human3_lib2.final_cell_0007,acinar
904,human3_lib2.final_cell_0008,acinar
905,human3_lib2.final_cell_0009,acinar
906,human3_lib2.final_cell_0010,acinar
907,human3_lib2.final_cell_0011,acinar
908,human3_lib2.final_cell_0012,acinar
909,human3_lib2.final_cell_0013,acinar
910,human3_lib2.final_cell_0014,acinar
911,human3_lib2.final_cell_0015,acinar
912,human3_lib2.final_cell_0016,delta
913,human3_lib2.final_cell_0017,acinar
914,human3_lib2.final_cell_0018,acinar
915,human3_lib2.final_cell_0019,acinar
916,human3_lib2.final_cell_0020,acinar
917,human3_lib2.final_cell_0021,acinar
918,human3_lib2.final_cell_0022,acinar
919,human3_lib2.final_cell_0023,acinar
920,human3_lib2.final_cell_0024,acinar
921,human3_lib2.final_cell_0025,acinar
922,human3_lib2.final_cell_0026,acinar
923,human3_lib2.final_cell_0027,acinar
924,human3_lib2.final_cell_0028,acinar
925,human3_lib2.final_cell_0029,acinar
926,human3_lib2.final_cell_0030,beta
927,human3_lib2.final_cell_0031,acinar
928,human3_lib2.final_cell_0032,acinar
929,human3_lib2.final_cell_0033,acinar
930,human3_lib2.final_cell_0034,acinar
931,human3_lib2.final_cell_0035,acinar
932,human3_lib2.final_cell_0036,acinar
933,human3_lib2.final_cell_0037,acinar
934,human3_lib2.final_cell_0038,acinar
935,human3_lib2.final_cell_0039,acinar
936,human3_lib2.final_cell_0040,beta
937,human3_lib2.final_cell_0041,acinar
938,human3_lib2.final_cell_0042,acinar
939,human3_lib2.final_cell_0043,acinar
940,human3_lib2.final_cell_0044,acinar
941,human3_lib2.final_cell_0045,acinar
942,human3_lib2.final_cell_0046,acinar
943,human3_lib2.final_cell_0047,acinar
944,human3_lib2.final_cell_0048,acinar
945,human3_lib2.final_cell_0049,acinar
946,human3_lib2.final_cell_0050,beta
947,human3_lib2.final_cell_0051,acinar
948,human3_lib2.final_cell_0052,acinar
949,human3_lib2.final_cell_0053,acinar
950,human3_lib2.final_cell_0054,acinar
951,human3_lib2.final_cell_0055,acinar
952,human3_lib2.final_cell_0056,acinar
953,human3_lib2.final_cell_0057,acinar
954,human3_lib2.final_cell_0058,acinar
955,human3_lib2.final_cell_0059,acinar
956,human3_lib2.final_cell_0060,acinar
957,human3_lib2.final_cell_0061,acinar
958,human3_lib2.final_cell_0062,acinar
959,human3_lib2.final_cell_0063,acinar
960,human3_lib2.final_cell_0064,acinar
961,human3_lib2.final_cell_0065,beta
962,human3_lib2.final_cell_0066,delta
963,human3_lib2.final_cell_0067,acinar
964,human3_lib2.final_cell_0068,ductal
965,human3_lib2.final_cell_0069,acinar
966,human3_lib2.final_cell_0070,delta
967,human3_lib2.final_cell_0071,acinar
968,human3_lib2.final_cell_0072,acinar
969,human3_lib2.final_cell_0073,acinar
970,human3_lib2.final_cell_0074,acinar
971,human3_lib2.final_cell_0075,acinar
972,human3_lib2.final_cell_0076,acinar
973,human3_lib2.final_cell_0077,beta
974,human3_lib2.final_cell_0078,acinar
975,human3_lib2.final_cell_0079,acinar
976,human3_lib2.final_cell_0080,acinar
977,human3_lib2.final_cell_0081,acinar
978,human3_lib2.final_cell_0082,acinar
979,human3_lib2.final_cell_0083,acinar
980,human3_lib2.final_cell_0084,acinar
981,human3_lib2.final_cell_0085,beta
982,human3_lib2.final_cell_0086,acinar
983,human3_lib2.final_cell_0087,delta
984,human3_lib2.final_cell_0088,acinar
985,human3_lib2.final_cell_0089,beta
986,human3_lib2.final_cell_0090,acinar
987,human3_lib2.final_cell_0091,acinar
988,human3_lib2.final_cell_0092,delta
989,human3_lib2.final_cell_0093,acinar
990,human3_lib2.final_cell_0094,acinar
991,human3_lib2.final_cell_0095,delta
992,human3_lib2.final_cell_0096,acinar
993,human3_lib2.final_cell_0097,acinar
994,human3_lib2.final_cell_0098,acinar
995,human3_lib2.final_cell_0099,acinar
996,human3_lib2.final_cell_0100,acinar
997,human3_lib2.final_cell_0101,acinar
998,human3_lib2.final_cell_0102,acinar
999,human3_lib2.final_cell_0103,delta
1000,human3_lib2.final_cell_0104,acinar
1001,human3_lib2.final_cell_0105,acinar
1002,human3_lib2.final_cell_0106,beta
1003,human3_lib2.final_cell_0107,acinar
1004,human3_lib2.final_cell_0108,acinar
1005,human3_lib2.final_cell_0109,acinar
1006,human3_lib2.final_cell_0110,acinar
1007,human3_lib2.final_cell_0111,alpha
1008,human3_lib2.final_cell_0112,acinar
1009,human3_lib2.final_cell_0113,beta
1010,human3_lib2.final_cell_0114,alpha
1011,human3_lib2.final_cell_0115,acinar
1012,human3_lib2.final_cell_0116,acinar
1013,human3_lib2.final_cell_0117,acinar
1014,human3_lib2.final_cell_0118,acinar
1015,human3_lib2.final_cell_0119,acinar
1016,human3_lib2.final_cell_0120,acinar
1017,human3_lib2.final_cell_0121,gamma
1018,human3_lib2.final_cell_0122,ductal
1019,human3_lib2.final_cell_0123,acinar
1020,human3_lib2.final_cell_0124,acinar
1021,human3_lib2.final_cell_0125,acinar
1022,human3_lib2.final_cell_0126,acinar
1023,human3_lib2.final_cell_0127,acinar
1024,human3_lib2.final_cell_0128,ductal
1025,human3_lib2.final_cell_0129,acinar
1026,human3_lib2.final_cell_0130,acinar
1027,human3_lib2.final_cell_0131,delta
1028,human3_lib2.final_cell_0132,beta
1029,human3_lib2.final_cell_0133,alpha
1030,human3_lib2.final_cell_0134,acinar
1031,human3_lib2.final_cell_0135,acinar
1032,human3_lib2.final_cell_0136,delta
1033,human3_lib2.final_cell_0137,beta
1034,human3_lib2.final_cell_0138,acinar
1035,human3_lib2.final_cell_0139,beta
1036,human3_lib2.final_cell_0140,acinar
1037,human3_lib2.final_cell_0141,ductal
1038,human3_lib2.final_cell_0142,alpha
1039,human3_lib2.final_cell_0143,ductal
1040,human3_lib2.final_cell_0144,beta
1041,human3_lib2.final_cell_0145,alpha
1042,human3_lib2.final_cell_0146,beta
1043,human3_lib2.final_cell_0147,alpha
1044,human3_lib2.final_cell_0148,acinar
1045,human3_lib2.final_cell_0149,delta
1046,human3_lib2.final_cell_0150,beta
1047,human3_lib2.final_cell_0151,beta
1048,human3_lib2.final_cell_0152,alpha
1049,human3_lib2.final_cell_0153,beta
1050,human3_lib2.final_cell_0154,alpha
1051,human3_lib2.final_cell_0155,delta
1052,human3_lib2.final_cell_0156,alpha
1053,human3_lib2.final_cell_0157,beta
1054,human3_lib2.final_cell_0158,acinar
1055,human3_lib2.final_cell_0159,acinar
1056,human3_lib2.final_cell_0160,acinar
1057,human3_lib2.final_cell_0161,ductal
1058,human3_lib2.final_cell_0162,ductal
1059,human3_lib2.final_cell_0163,beta
1060,human3_lib2.final_cell_0164,acinar
1061,human3_lib2.final_cell_0165,delta
1062,human3_lib2.final_cell_0166,beta
1063,human3_lib2.final_cell_0167,gamma
1064,human3_lib2.final_cell_0168,acinar
1065,human3_lib2.final_cell_0169,beta
1066,human3_lib2.final_cell_0170,beta
1067,human3_lib2.final_cell_0171,acinar
1068,human3_lib2.final_cell_0172,acinar
1069,human3_lib2.final_cell_0173,alpha
1070,human3_lib2.final_cell_0174,acinar
1071,human3_lib2.final_cell_0175,beta
1072,human3_lib2.final_cell_0176,alpha
1073,human3_lib2.final_cell_0177,beta
1074,human3_lib2.final_cell_0178,alpha
1075,human3_lib2.final_cell_0179,gamma
1076,human3_lib2.final_cell_0180,acinar
1077,human3_lib2.final_cell_0181,alpha
1078,human3_lib2.final_cell_0182,beta
1079,human3_lib2.final_cell_0183,acinar
1080,human3_lib2.final_cell_0184,acinar
1081,human3_lib2.final_cell_0185,delta
1082,human3_lib2.final_cell_0186,alpha
1083,human3_lib2.final_cell_0187,ductal
1084,human3_lib2.final_cell_0188,delta
1085,human3_lib2.final_cell_0189,delta
1086,human3_lib2.final_cell_0190,alpha
1087,human3_lib2.final_cell_0191,ductal
1088,human3_lib2.final_cell_0192,beta
1089,human3_lib2.final_cell_0193,beta
1090,human3_lib2.final_cell_0194,delta
1091,human3_lib2.final_cell_0195,alpha
1092,human3_lib2.final_cell_0196,beta
1093,human3_lib2.final_cell_0197,alpha
1094,human3_lib2.final_cell_0198,beta
1095,human3_lib2.final_cell_0199,acinar
1096,human3_lib2.final_cell_0200,beta
1097,human3_lib2.final_cell_0201,acinar
1098,human3_lib2.final_cell_0202,alpha
1099,human3_lib2.final_cell_0203,beta
1100,human3_lib2.final_cell_0204,beta
1101,human3_lib2.final_cell_0205,alpha
1102,human3_lib2.final_cell_0206,beta
1103,human3_lib2.final_cell_0207,acinar
1104,human3_lib2.final_cell_0208,ductal
1105,human3_lib2.final_cell_0209,ductal
1106,human3_lib2.final_cell_0210,beta
1107,human3_lib2.final_cell_0211,alpha
1108,human3_lib2.final_cell_0212,alpha
1109,human3_lib2.final_cell_0213,acinar
1110,human3_lib2.final_cell_0214,acinar
1111,human3_lib2.final_cell_0215,gamma
1112,human3_lib2.final_cell_0216,alpha
1113,human3_lib2.final_cell_0217,alpha
1114,human3_lib2.final_cell_0218,acinar
1115,human3_lib2.final_cell_0219,beta
1116,human3_lib2.final_cell_0220,delta
1117,human3_lib2.final_cell_0221,alpha
1118,human3_lib2.final_cell_0222,ductal
1119,human3_lib2.final_cell_0223,delta
1120,human3_lib2.final_cell_0224,ductal
1121,human3_lib2.final_cell_0225,delta
1122,human3_lib2.final_cell_0226,acinar
1123,human3_lib2.final_cell_0227,ductal
1124,human3_lib2.final_cell_0228,acinar
1125,human3_lib2.final_cell_0229,acinar
1126,human3_lib2.final_cell_0230,beta
1127,human3_lib2.final_cell_0231,alpha
1128,human3_lib2.final_cell_0232,ductal
1129,human3_lib2.final_cell_0233,beta
1130,human3_lib2.final_cell_0234,beta
1131,human3_lib2.final_cell_0235,acinar
1132,human3_lib2.final_cell_0236,alpha
1133,human3_lib2.final_cell_0237,acinar
1134,human3_lib2.final_cell_0238,alpha
1135,human3_lib2.final_cell_0239,activated_stellate
1136,human3_lib2.final_cell_0240,alpha
1137,human3_lib2.final_cell_0241,ductal
1138,human3_lib2.final_cell_0242,beta
1139,human3_lib2.final_cell_0243,alpha
1140,human3_lib2.final_cell_0244,beta
1141,human3_lib2.final_cell_0245,delta
1142,human3_lib2.final_cell_0246,alpha
1143,human3_lib2.final_cell_0247,acinar
1144,human3_lib2.final_cell_0248,alpha
1145,human3_lib2.final_cell_0249,beta
1146,human3_lib2.final_cell_0250,alpha
1147,human3_lib2.final_cell_0251,alpha
1148,human3_lib2.final_cell_0252,activated_stellate
1149,human3_lib2.final_cell_0253,ductal
1150,human3_lib2.final_cell_0254,acinar
1151,human3_lib2.final_cell_0255,alpha
1152,human3_lib2.final_cell_0256,alpha
1153,human3_lib2.final_cell_0257,acinar
1154,human3_lib2.final_cell_0258,alpha
1155,human3_lib2.final_cell_0259,beta
1156,human3_lib2.final_cell_0260,acinar
1157,human3_lib2.final_cell_0261,beta
1158,human3_lib2.final_cell_0262,ductal
1159,human3_lib2.final_cell_0263,beta
1160,human3_lib2.final_cell_0264,delta
1161,human3_lib2.final_cell_0265,beta
1162,human3_lib2.final_cell_0266,acinar
1163,human3_lib2.final_cell_0267,acinar
1164,human3_lib2.final_cell_0268,acinar
1165,human3_lib2.final_cell_0269,acinar
1166,human3_lib2.final_cell_0270,acinar
1167,human3_lib2.final_cell_0271,activated_stellate
1168,human3_lib2.final_cell_0272,acinar
1169,human3_lib2.final_cell_0273,beta
1170,human3_lib2.final_cell_0274,ductal
1171,human3_lib2.final_cell_0275,alpha
1172,human3_lib2.final_cell_0276,beta
1173,human3_lib2.final_cell_0277,acinar
1174,human3_lib2.final_cell_0278,beta
1175,human3_lib2.final_cell_0279,beta
1176,human3_lib2.final_cell_0280,acinar
1177,human3_lib2.final_cell_0281,ductal
1178,human3_lib2.final_cell_0282,beta
1179,human3_lib2.final_cell_0283,acinar
1180,human3_lib2.final_cell_0284,beta
1181,human3_lib2.final_cell_0285,beta
1182,human3_lib2.final_cell_0286,alpha
1183,human3_lib2.final_cell_0287,beta
1184,human3_lib2.final_cell_0288,alpha
1185,human3_lib2.final_cell_0289,ductal
1186,human3_lib2.final_cell_0290,alpha
1187,human3_lib2.final_cell_0291,acinar
1188,human3_lib2.final_cell_0292,alpha
1189,human3_lib2.final_cell_0293,ductal
1190,human3_lib2.final_cell_0294,activated_stellate
1191,human3_lib2.final_cell_0295,alpha
1192,human3_lib2.final_cell_0296,alpha
1193,human3_lib2.final_cell_0297,ductal
1194,human3_lib2.final_cell_0298,acinar
1195,human3_lib2.final_cell_0299,acinar
1196,human3_lib2.final_cell_0300,acinar
1197,human3_lib2.final_cell_0301,alpha
1198,human3_lib2.final_cell_0302,alpha
1199,human3_lib2.final_cell_0303,alpha
1200,human3_lib2.final_cell_0304,beta
1201,human3_lib2.final_cell_0305,alpha
1202,human3_lib2.final_cell_0306,beta
1203,human3_lib2.final_cell_0307,alpha
1204,human3_lib2.final_cell_0308,beta
1205,human3_lib2.final_cell_0309,beta
1206,human3_lib2.final_cell_0310,alpha
1207,human3_lib2.final_cell_0311,delta
1208,human3_lib2.final_cell_0312,alpha
1209,human3_lib2.final_cell_0313,alpha
1210,human3_lib2.final_cell_0314,alpha
1211,human3_lib2.final_cell_0315,ductal
1212,human3_lib2.final_cell_0316,ductal
1213,human3_lib2.final_cell_0317,delta
1214,human3_lib2.final_cell_0318,alpha
1215,human3_lib2.final_cell_0319,ductal
1216,human3_lib2.final_cell_0320,ductal
1217,human3_lib2.final_cell_0321,alpha
1218,human3_lib2.final_cell_0322,alpha
1219,human3_lib2.final_cell_0323,ductal
1220,human3_lib2.final_cell_0324,acinar
1221,human3_lib2.final_cell_0325,beta
1222,human3_lib2.final_cell_0326,beta
1223,human3_lib2.final_cell_0327,alpha
1224,human3_lib2.final_cell_0328,alpha
1225,human3_lib2.final_cell_0329,alpha
1226,human3_lib2.final_cell_0330,alpha
1227,human3_lib2.final_cell_0331,beta
1228,human3_lib2.final_cell_0332,beta
1229,human3_lib2.final_cell_0333,ductal
1230,human3_lib2.final_cell_0334,acinar
1231,human3_lib2.final_cell_0335,beta
1232,human3_lib2.final_cell_0336,beta
1233,human3_lib2.final_cell_0337,alpha
1234,human3_lib2.final_cell_0338,alpha
1235,human3_lib2.final_cell_0339,beta
1236,human3_lib2.final_cell_0340,ductal
1237,human3_lib2.final_cell_0341,ductal
1238,human3_lib2.final_cell_0342,beta
1239,human3_lib2.final_cell_0343,ductal
1240,human3_lib2.final_cell_0344,activated_stellate
1241,human3_lib2.final_cell_0345,ductal
1242,human3_lib2.final_cell_0346,beta
1243,human3_lib2.final_cell_0347,beta
1244,human3_lib2.final_cell_0348,alpha
1245,human3_lib2.final_cell_0349,alpha
1246,human3_lib2.final_cell_0350,alpha
1247,human3_lib2.final_cell_0351,beta
1248,human3_lib2.final_cell_0352,beta
1249,human3_lib2.final_cell_0353,alpha
1250,human3_lib2.final_cell_0354,beta
1251,human3_lib2.final_cell_0355,beta
1252,human3_lib2.final_cell_0356,alpha
1253,human3_lib2.final_cell_0357,alpha
1254,human3_lib2.final_cell_0358,beta
1255,human3_lib2.final_cell_0359,acinar
1256,human3_lib2.final_cell_0360,alpha
1257,human3_lib2.final_cell_0361,beta
1258,human3_lib2.final_cell_0362,alpha
1259,human3_lib2.final_cell_0363,alpha
1260,human3_lib2.final_cell_0364,alpha
1261,human3_lib2.final_cell_0365,alpha
1262,human3_lib2.final_cell_0366,beta
1263,human3_lib2.final_cell_0367,beta
1264,human3_lib2.final_cell_0368,activated_stellate
1265,human3_lib2.final_cell_0369,beta
1266,human3_lib2.final_cell_0370,activated_stellate
1267,human3_lib2.final_cell_0371,beta
1268,human3_lib2.final_cell_0372,alpha
1269,human3_lib2.final_cell_0373,endothelial
1270,human3_lib2.final_cell_0374,acinar
1271,human3_lib2.final_cell_0375,ductal
1272,human3_lib2.final_cell_0376,alpha
1273,human3_lib2.final_cell_0377,alpha
1274,human3_lib2.final_cell_0378,alpha
1275,human3_lib2.final_cell_0379,ductal
1276,human3_lib2.final_cell_0380,gamma
1277,human3_lib2.final_cell_0381,beta
1278,human3_lib2.final_cell_0382,beta
1279,human3_lib2.final_cell_0383,ductal
1280,human3_lib2.final_cell_0384,acinar
1281,human3_lib2.final_cell_0385,alpha
1282,human3_lib2.final_cell_0386,delta
1283,human3_lib2.final_cell_0387,delta
1284,human3_lib2.final_cell_0388,beta
1285,human3_lib2.final_cell_0389,alpha
1286,human3_lib2.final_cell_0390,beta
1287,human3_lib2.final_cell_0391,ductal
1288,human3_lib2.final_cell_0392,alpha
1289,human3_lib2.final_cell_0393,alpha
1290,human3_lib2.final_cell_0394,ductal
1291,human3_lib2.final_cell_0395,alpha
1292,human3_lib2.final_cell_0396,acinar
1293,human3_lib2.final_cell_0397,alpha
1294,human3_lib2.final_cell_0398,ductal
1295,human3_lib2.final_cell_0399,ductal
1296,human3_lib2.final_cell_0400,alpha
1297,human3_lib2.final_cell_0401,alpha
1298,human3_lib2.final_cell_0402,ductal
1299,human3_lib2.final_cell_0403,acinar
1300,human3_lib2.final_cell_0404,alpha
1301,human3_lib2.final_cell_0405,alpha
1302,human3_lib2.final_cell_0406,ductal
1303,human3_lib2.final_cell_0407,alpha
1304,human3_lib2.final_cell_0408,alpha
1305,human3_lib2.final_cell_0409,ductal
1306,human3_lib2.final_cell_0410,alpha
1307,human3_lib2.final_cell_0411,acinar
1308,human3_lib2.final_cell_0412,beta
1309,human3_lib2.final_cell_0413,beta
1310,human3_lib2.final_cell_0414,ductal
1311,human3_lib2.final_cell_0415,alpha
1312,human3_lib2.final_cell_0416,activated_stellate
1313,human3_lib2.final_cell_0417,ductal
1314,human3_lib2.final_cell_0418,beta
1315,human3_lib2.final_cell_0419,beta
1316,human3_lib2.final_cell_0420,alpha
1317,human3_lib2.final_cell_0421,acinar
1318,human3_lib2.final_cell_0422,beta
1319,human3_lib2.final_cell_0423,alpha
1320,human3_lib2.final_cell_0424,alpha
1321,human3_lib2.final_cell_0425,alpha
