,0,1
D31.4_70,2,acinar
D31.4_72,2,acinar
D31.4_9,2,acinar
D31.4_91,2,acinar
D31.4_93,2,acinar
D31.5_1,2,acinar
D31.5_16,2,acinar
D31.5_34,2,acinar
D31.5_39,2,acinar
D31.5_4,2,acinar
D31.5_45,2,acinar
D31.5_48,2,acinar
D31.5_57,2,acinar
D31.5_60,2,acinar
D31.5_69,2,acinar
D31.5_70,2,acinar
D31.5_75,2,acinar
D31.5_79,2,acinar
D31.5_89,2,acinar
D31.5_92,2,acinar
D31.6_11,2,acinar
D31.6_13,2,acinar
D31.6_21,2,acinar
D31.6_24,2,acinar
D31.6_29,2,acinar
D31.6_33,2,acinar
D31.6_39,2,acinar
D31.6_40,2,acinar
D31.6_43,2,acinar
D31.6_52,2,acinar
D31.6_53,2,acinar
D31.6_61,2,acinar
D31.6_62,2,acinar
D31.6_66,2,acinar
D31.6_69,2,acinar
D31.6_75,2,acinar
D31.6_81,2,acinar
D31.6_86,2,acinar
D31.6_9,2,acinar
D31.7_11,2,acinar
D31.7_21,2,acinar
D31.7_38,2,acinar
D31.7_63,2,acinar
D31.7_70,2,acinar
D31.7_77,2,acinar
D31.7_9,2,acinar
D31.8_11,2,acinar
D31.8_27,2,acinar
D31.8_4,2,acinar
D31.8_40,2,acinar
D31.8_53,2,acinar
D31.8_63,2,acinar
D31.8_7,2,acinar
D31.8_81,2,acinar
D31.8_89,2,acinar
D31.8_91,2,acinar
D30.4_23,2,alpha
D28.2_78,2,beta
D31.1_11,2,beta
D31.7_58,2,beta
D28.4_28,2,ductal
D28.4_40,2,ductal
D28.4_75,2,ductal
D31.2_87,2,ductal
D31.3_25,2,ductal
D31.3_47,2,ductal
D31.4_90,2,ductal
D29.5_78,2,gamma
D31.4_79,2,gamma
D30.1_22,3,acinar
D29.8_52,3,beta
D28.4_14,3,ductal
D30.2_84,3,ductal
D31.8_47,3,endothelial
D28.2_41,3,mesenchymal
D29.1_61,3,mesenchymal
D29.2_1,3,mesenchymal
D29.3_73,3,mesenchymal
D29.4_8,3,mesenchymal
D29.4_82,3,mesenchymal
D29.8_4,3,mesenchymal
D30.1_25,3,mesenchymal
D30.1_70,3,mesenchymal
D30.1_79,3,mesenchymal
D30.2_29,3,mesenchymal
D30.2_59,3,mesenchymal
D30.2_6,3,mesenchymal
D30.2_77,3,mesenchymal
D30.2_92,3,mesenchymal
D30.2_93,3,mesenchymal
D30.3_39,3,mesenchymal
D30.3_59,3,mesenchymal
D30.3_6,3,mesenchymal
D30.3_61,3,mesenchymal
D30.3_7,3,mesenchymal
D30.3_72,3,mesenchymal
D30.4_10,3,mesenchymal
D30.4_30,3,mesenchymal
D30.4_35,3,mesenchymal
D30.4_55,3,mesenchymal
D30.4_64,3,mesenchymal
D30.4_78,3,mesenchymal
D30.5_15,3,mesenchymal
D30.5_29,3,mesenchymal
D30.5_3,3,mesenchymal
D30.5_4,3,mesenchymal
D30.5_59,3,mesenchymal
D30.5_72,3,mesenchymal
D30.5_80,3,mesenchymal
D30.5_90,3,mesenchymal
D30.6_10,3,mesenchymal
D30.6_17,3,mesenchymal
D30.6_23,3,mesenchymal
D30.6_27,3,mesenchymal
D30.6_28,3,mesenchymal
D30.6_3,3,mesenchymal
D30.6_84,3,mesenchymal
D30.6_93,3,mesenchymal
D30.7_30,3,mesenchymal
D30.7_33,3,mesenchymal
D30.7_38,3,mesenchymal
D30.7_72,3,mesenchymal
D30.7_81,3,mesenchymal
D30.7_86,3,mesenchymal
D30.8_15,3,mesenchymal
D30.8_18,3,mesenchymal
D30.8_25,3,mesenchymal
D30.8_50,3,mesenchymal
D30.8_57,3,mesenchymal
D30.8_60,3,mesenchymal
D30.8_91,3,mesenchymal
D30.8_94,3,mesenchymal
D31.1_23,3,mesenchymal
D31.1_36,3,mesenchymal
D31.2_19,3,mesenchymal
D31.2_24,3,mesenchymal
D31.2_80,3,mesenchymal
D31.2_85,3,mesenchymal
D31.2_91,3,mesenchymal
D31.3_15,3,mesenchymal
D31.3_59,3,mesenchymal
D31.4_16,3,mesenchymal
D31.4_67,3,mesenchymal
D31.5_77,3,mesenchymal
D31.5_78,3,mesenchymal
D31.5_82,3,mesenchymal
D31.5_83,3,mesenchymal
D31.6_1,3,mesenchymal
D31.6_84,3,mesenchymal
D31.7_48,3,mesenchymal
D31.8_18,3,mesenchymal
D31.8_56,3,mesenchymal
D31.8_92,3,mesenchymal
D28.3_89,4,alpha
D28.4_88,4,alpha
D30.4_61,4,alpha
D28.1_4,4,beta
D28.1_43,4,beta
D28.1_65,4,beta
D28.2_38,4,beta
D28.2_73,4,beta
D28.3_27,4,beta
D28.3_30,4,beta
D28.3_37,4,beta
D28.3_41,4,beta
D28.3_6,4,beta
D28.4_31,4,beta
D28.4_77,4,beta
D29.1_21,4,beta
D29.1_24,4,beta
D29.1_36,4,beta
D29.1_39,4,beta
D29.1_40,4,beta
D29.1_48,4,beta
D29.1_52,4,beta
D29.1_53,4,beta
D29.1_70,4,beta
D29.1_75,4,beta
D29.1_77,4,beta
D29.1_78,4,beta
D29.1_79,4,beta
D29.1_81,4,beta
D29.1_82,4,beta
D29.1_84,4,beta
D29.1_88,4,beta
D29.1_92,4,beta
D29.1_94,4,beta
D29.2_11,4,beta
D29.2_18,4,beta
D29.2_20,4,beta
D29.2_24,4,beta
D29.2_26,4,beta
D29.2_27,4,beta
D29.2_30,4,beta
D29.2_5,4,beta
D29.2_50,4,beta
D29.2_53,4,beta
D29.2_56,4,beta
D29.2_60,4,beta
D29.2_62,4,beta
D29.2_66,4,beta
D29.2_70,4,beta
D29.2_72,4,beta
D29.2_79,4,beta
D29.2_80,4,beta
D29.2_81,4,beta
D29.2_89,4,beta
D29.3_21,4,beta
D29.3_23,4,beta
D29.3_24,4,beta
D29.3_28,4,beta
D29.3_36,4,beta
D29.3_37,4,beta
D29.3_39,4,beta
D29.3_48,4,beta
D29.3_5,4,beta
D29.3_51,4,beta
D29.3_52,4,beta
D29.3_59,4,beta
D29.3_61,4,beta
D29.3_64,4,beta
D29.3_68,4,beta
D29.3_7,4,beta
D29.3_78,4,beta
D29.3_83,4,beta
D29.3_86,4,beta
D29.3_87,4,beta
D29.3_94,4,beta
D29.4_19,4,beta
D29.4_23,4,beta
D29.4_27,4,beta
D29.4_31,4,beta
D29.4_39,4,beta
D29.4_42,4,beta
D29.4_44,4,beta
D29.4_52,4,beta
D29.4_59,4,beta
D29.4_67,4,beta
D29.4_73,4,beta
D29.4_79,4,beta
D29.4_88,4,beta
D29.4_92,4,beta
D29.4_94,4,beta
D29.5_10,4,beta
D29.5_12,4,beta
D29.5_14,4,beta
D29.5_20,4,beta
D29.5_21,4,beta
D29.5_22,4,beta
D29.5_23,4,beta
D29.5_30,4,beta
D29.5_34,4,beta
D29.5_37,4,beta
D29.5_40,4,beta
D29.5_48,4,beta
D29.5_52,4,beta
D29.5_53,4,beta
D29.5_55,4,beta
D29.5_58,4,beta
D29.5_60,4,beta
D29.5_61,4,beta
D29.5_62,4,beta
D29.5_63,4,beta
D29.5_69,4,beta
D29.5_70,4,beta
D29.5_86,4,beta
D29.5_91,4,beta
D29.6_16,4,beta
D29.6_28,4,beta
D29.6_3,4,beta
D29.6_32,4,beta
D29.6_39,4,beta
D29.6_43,4,beta
D29.6_50,4,beta
D29.6_56,4,beta
D29.6_59,4,beta
D29.6_62,4,beta
D29.6_67,4,beta
D29.6_70,4,beta
D29.6_72,4,beta
D29.6_77,4,beta
D29.6_79,4,beta
D29.6_80,4,beta
D29.7_12,4,beta
D29.7_14,4,beta
D29.7_17,4,beta
D29.7_2,4,beta
D29.7_3,4,beta
D29.7_31,4,beta
D29.7_37,4,beta
D29.7_39,4,beta
D29.7_41,4,beta
D29.7_42,4,beta
D29.7_45,4,beta
D29.7_48,4,beta
D29.7_52,4,beta
D29.7_58,4,beta
D29.7_68,4,beta
D29.7_69,4,beta
D29.7_74,4,beta
D29.7_75,4,beta
D29.7_86,4,beta
D29.7_87,4,beta
D29.8_11,4,beta
D29.8_12,4,beta
D29.8_23,4,beta
D29.8_34,4,beta
D29.8_49,4,beta
D29.8_50,4,beta
D29.8_74,4,beta
D29.8_8,4,beta
D29.8_87,4,beta
D29.8_90,4,beta
D29.8_91,4,beta
D29.8_94,4,beta
D30.1_14,4,beta
D30.1_26,4,beta
D30.1_33,4,beta
D30.1_39,4,beta
D30.1_45,4,beta
D30.1_51,4,beta
D30.1_53,4,beta
D30.1_57,4,beta
D30.1_65,4,beta
D30.1_67,4,beta
D30.1_74,4,beta
D30.1_85,4,beta
D30.1_89,4,beta
D30.1_93,4,beta
D30.1_94,4,beta
D30.2_30,4,beta
D30.2_32,4,beta
D30.2_33,4,beta
D30.2_44,4,beta
D30.2_46,4,beta
D30.2_48,4,beta
D30.2_55,4,beta
D30.2_57,4,beta
D30.2_61,4,beta
D30.2_7,4,beta
D30.2_71,4,beta
D30.2_87,4,beta
D30.2_90,4,beta
D30.3_10,4,beta
D30.3_13,4,beta
D30.3_14,4,beta
D30.3_3,4,beta
D30.3_36,4,beta
D30.3_38,4,beta
D30.3_51,4,beta
D30.3_52,4,beta
D30.3_53,4,beta
D30.3_54,4,beta
D30.3_55,4,beta
D30.3_58,4,beta
D30.3_67,4,beta
D30.3_71,4,beta
D30.3_77,4,beta
D30.3_78,4,beta
D30.3_81,4,beta
D30.3_89,4,beta
D30.3_9,4,beta
D30.4_1,4,beta
D30.4_15,4,beta
D30.4_2,4,beta
D30.4_33,4,beta
D30.4_34,4,beta
D30.4_48,4,beta
D30.4_67,4,beta
D30.4_71,4,beta
D30.4_76,4,beta
D30.4_79,4,beta
D30.4_8,4,beta
D30.4_83,4,beta
D30.4_9,4,beta
D30.4_90,4,beta
D30.5_21,4,beta
D30.5_32,4,beta
D30.5_40,4,beta
D30.5_49,4,beta
D30.5_56,4,beta
D30.5_57,4,beta
D30.5_69,4,beta
D30.5_7,4,beta
D30.6_11,4,beta
D30.6_14,4,beta
D30.6_15,4,beta
D30.6_18,4,beta
D30.6_21,4,beta
D30.6_38,4,beta
D30.6_47,4,beta
D30.6_54,4,beta
D30.6_56,4,beta
D30.6_59,4,beta
D30.6_60,4,beta
D30.6_68,4,beta
D30.6_76,4,beta
D30.6_79,4,beta
D30.6_83,4,beta
D30.6_94,4,beta
D30.7_21,4,beta
D30.7_22,4,beta
D30.7_3,4,beta
D30.7_4,4,beta
D30.7_44,4,beta
D30.7_48,4,beta
D30.7_54,4,beta
D30.7_56,4,beta
D30.7_62,4,beta
D30.7_63,4,beta
D30.7_70,4,beta
D30.7_76,4,beta
D30.7_79,4,beta
D30.7_80,4,beta
D30.7_82,4,beta
D30.7_94,4,beta
D30.8_12,4,beta
D30.8_14,4,beta
D30.8_17,4,beta
D30.8_27,4,beta
D30.8_35,4,beta
D30.8_45,4,beta
D30.8_46,4,beta
D30.8_49,4,beta
D30.8_51,4,beta
D30.8_59,4,beta
D30.8_6,4,beta
D30.8_62,4,beta
D30.8_68,4,beta
D30.8_73,4,beta
D30.8_74,4,beta
D30.8_80,4,beta
D30.8_85,4,beta
D31.1_1,4,beta
D31.1_10,4,beta
D31.1_14,4,beta
D31.1_20,4,beta
D31.1_26,4,beta
D31.1_28,4,beta
D31.1_29,4,beta
D31.1_34,4,beta
D31.1_38,4,beta
D31.1_47,4,beta
D31.1_53,4,beta
D31.1_54,4,beta
D31.1_56,4,beta
D31.1_63,4,beta
D31.1_68,4,beta
D31.1_73,4,beta
D31.1_74,4,beta
D31.1_86,4,beta
D31.2_1,4,beta
D31.2_23,4,beta
D31.2_27,4,beta
D31.2_28,4,beta
D31.2_3,4,beta
D31.2_34,4,beta
D31.2_43,4,beta
D31.2_46,4,beta
D31.2_47,4,beta
D31.2_48,4,beta
D31.2_49,4,beta
D31.2_52,4,beta
D31.2_58,4,beta
D31.2_65,4,beta
D31.2_66,4,beta
D31.2_71,4,beta
D31.2_72,4,beta
D31.2_92,4,beta
D31.3_10,4,beta
D31.3_17,4,beta
D31.3_22,4,beta
D31.3_31,4,beta
D31.3_33,4,beta
D31.3_4,4,beta
D31.3_43,4,beta
D31.3_50,4,beta
D31.3_66,4,beta
D31.3_68,4,beta
D31.3_75,4,beta
D31.3_83,4,beta
D31.3_87,4,beta
D31.3_92,4,beta
D31.4_10,4,beta
D31.4_17,4,beta
D31.4_19,4,beta
D31.4_21,4,beta
D31.4_25,4,beta
D31.4_34,4,beta
D31.4_39,4,beta
D31.4_44,4,beta
D31.4_45,4,beta
D31.4_49,4,beta
D31.4_51,4,beta
D31.4_58,4,beta
D31.4_63,4,beta
D31.4_64,4,beta
D31.4_65,4,beta
D31.4_66,4,beta
D31.4_75,4,beta
D31.4_82,4,beta
D31.4_83,4,beta
D31.4_85,4,beta
D31.4_92,4,beta
D31.4_94,4,beta
D31.5_15,4,beta
D31.5_22,4,beta
D31.5_26,4,beta
D31.5_27,4,beta
D31.5_29,4,beta
D31.5_3,4,beta
D31.5_30,4,beta
D31.5_32,4,beta
D31.5_38,4,beta
D31.5_5,4,beta
D31.5_52,4,beta
D31.5_61,4,beta
D31.5_74,4,beta
D31.5_80,4,beta
D31.5_85,4,beta
D31.5_9,4,beta
D31.5_94,4,beta
D31.6_15,4,beta
D31.6_16,4,beta
D31.6_19,4,beta
D31.6_20,4,beta
D31.6_22,4,beta
D31.6_31,4,beta
D31.6_42,4,beta
D31.6_47,4,beta
D31.6_49,4,beta
D31.6_58,4,beta
D31.6_60,4,beta
D31.6_65,4,beta
D31.6_67,4,beta
D31.6_7,4,beta
D31.6_76,4,beta
D31.6_80,4,beta
D31.6_85,4,beta
D31.6_87,4,beta
D31.6_92,4,beta
D31.7_1,4,beta
D31.7_22,4,beta
D31.7_3,4,beta
D31.7_34,4,beta
D31.7_39,4,beta
D31.7_40,4,beta
D31.7_45,4,beta
D31.7_46,4,beta
D31.7_47,4,beta
D31.7_53,4,beta
D31.7_55,4,beta
D31.7_59,4,beta
D31.7_60,4,beta
D31.7_67,4,beta
D31.7_69,4,beta
D31.7_72,4,beta
D31.7_74,4,beta
D31.7_76,4,beta
D31.7_84,4,beta
D31.7_85,4,beta
D31.7_87,4,beta
D31.7_91,4,beta
D31.7_94,4,beta
D31.8_13,4,beta
D31.8_21,4,beta
D31.8_29,4,beta
D31.8_3,4,beta
D31.8_31,4,beta
D31.8_41,4,beta
D31.8_43,4,beta
D31.8_48,4,beta
D31.8_49,4,beta
D31.8_50,4,beta
D31.8_60,4,beta
D31.8_64,4,beta
D31.8_73,4,beta
D31.8_74,4,beta
D31.8_78,4,beta
D31.8_8,4,beta
D31.8_83,4,beta
D31.8_84,4,beta
D31.8_88,4,beta
D29.1_8,4,delta
D30.1_69,4,delta
D30.3_62,4,delta
D31.4_74,4,delta
D29.2_54,4,ductal
D29.7_62,4,ductal
D31.1_39,4,ductal
D31.3_80,4,ductal
D29.3_50,4,unclear
D29.4_63,5,beta
D28.1_3,5,delta
D28.1_61,5,delta
D28.1_89,5,delta
D28.3_16,5,delta
D28.3_61,5,delta
D28.3_78,5,delta
D28.4_3,5,delta
D29.1_16,5,delta
D29.1_3,5,delta
D29.1_33,5,delta
D29.1_42,5,delta
D29.1_45,5,delta
D29.1_49,5,delta
D29.1_56,5,delta
D29.1_57,5,delta
D29.1_74,5,delta
D29.1_83,5,delta
D29.1_93,5,delta
D29.2_10,5,delta
D29.2_16,5,delta
D29.2_34,5,delta
D29.2_4,5,delta
D29.2_46,5,delta
D29.2_82,5,delta
D29.2_9,5,delta
D29.3_11,5,delta
D29.3_13,5,delta
D29.3_43,5,delta
D29.3_45,5,delta
D29.3_57,5,delta
D29.3_58,5,delta
D29.3_69,5,delta
D29.3_8,5,delta
D29.3_82,5,delta
D29.3_85,5,delta
D29.3_9,5,delta
D29.4_17,5,delta
D29.4_41,5,delta
D29.4_43,5,delta
D29.4_64,5,delta
D29.4_81,5,delta
D29.4_83,5,delta
D29.4_90,5,delta
D29.5_32,5,delta
D29.5_36,5,delta
D29.5_47,5,delta
D29.5_66,5,delta
D29.5_76,5,delta
D29.5_77,5,delta
D29.5_83,5,delta
D29.6_10,5,delta
D29.6_22,5,delta
D29.6_30,5,delta
D29.6_44,5,delta
D29.6_46,5,delta
D29.6_63,5,delta
D29.6_66,5,delta
D29.6_87,5,delta
D29.7_19,5,delta
D29.7_21,5,delta
D29.7_28,5,delta
D29.7_4,5,delta
D29.7_54,5,delta
D29.7_63,5,delta
D29.7_78,5,delta
D29.7_79,5,delta
D29.7_81,5,delta
D29.8_10,5,delta
D29.8_13,5,delta
D29.8_46,5,delta
D29.8_54,5,delta
D29.8_62,5,delta
D29.8_68,5,delta
D29.8_72,5,delta
D29.8_73,5,delta
D29.8_79,5,delta
D29.8_80,5,delta
D29.8_81,5,delta
D29.8_83,5,delta
D30.1_20,5,delta
D30.1_5,5,delta
D30.1_6,5,delta
D30.1_83,5,delta
D30.2_20,5,delta
D30.2_22,5,delta
D30.2_26,5,delta
D30.2_3,5,delta
D30.2_39,5,delta
D30.2_49,5,delta
D30.2_52,5,delta
D30.2_54,5,delta
D30.2_82,5,delta
D30.2_89,5,delta
D30.3_18,5,delta
D30.3_22,5,delta
D30.3_23,5,delta
D30.3_43,5,delta
D30.3_69,5,delta
D30.3_75,5,delta
D30.3_76,5,delta
D30.3_82,5,delta
D30.3_87,5,delta
D30.4_14,5,delta
D30.4_17,5,delta
D30.4_22,5,delta
D30.4_26,5,delta
D30.4_28,5,delta
D30.4_5,5,delta
D30.4_59,5,delta
D30.4_80,5,delta
D30.5_11,5,delta
D30.5_12,5,delta
D30.5_17,5,delta
D30.5_18,5,delta
D30.5_22,5,delta
D30.5_35,5,delta
D30.5_76,5,delta
D30.5_82,5,delta
D30.5_85,5,delta
D30.5_91,5,delta
D30.6_13,5,delta
D30.6_35,5,delta
D30.6_49,5,delta
D30.6_53,5,delta
D30.6_58,5,delta
D30.6_6,5,delta
D30.6_92,5,delta
D30.7_13,5,delta
D30.7_23,5,delta
D30.7_29,5,delta
D30.7_31,5,delta
D30.7_32,5,delta
D30.7_53,5,delta
D30.7_55,5,delta
D30.7_7,5,delta
D30.7_89,5,delta
D30.8_3,5,delta
D30.8_32,5,delta
D30.8_40,5,delta
D30.8_55,5,delta
D30.8_66,5,delta
D30.8_86,5,delta
D30.8_88,5,delta
D30.8_9,5,delta
D31.1_15,5,delta
D31.1_33,5,delta
D31.1_6,5,delta
D31.2_12,5,delta
D31.2_29,5,delta
D31.2_36,5,delta
D31.2_5,5,delta
D31.2_70,5,delta
D31.2_79,5,delta
D31.3_16,5,delta
D31.3_41,5,delta
D31.3_42,5,delta
D31.3_62,5,delta
D31.3_67,5,delta
D31.3_88,5,delta
D31.4_2,5,delta
D31.4_28,5,delta
D31.4_46,5,delta
D31.4_60,5,delta
D31.4_62,5,delta
D31.4_78,5,delta
D31.4_8,5,delta
D31.5_18,5,delta
D31.5_23,5,delta
D31.5_42,5,delta
D31.5_46,5,delta
D31.5_55,5,delta
D31.5_71,5,delta
D31.5_84,5,delta
D31.6_12,5,delta
D31.6_38,5,delta
D31.6_46,5,delta
D31.7_66,5,delta
D31.7_81,5,delta
D31.8_1,5,delta
D31.8_17,5,delta
D31.8_28,5,delta
D31.8_34,5,delta
D31.8_42,5,delta
D31.8_66,5,delta
D31.8_69,5,delta
D31.8_71,5,delta
D31.8_76,5,delta
D30.2_40,6,alpha
D30.3_24,6,alpha
D30.3_56,6,alpha
D30.4_16,6,alpha
D30.4_46,6,alpha
D30.4_51,6,alpha
D28.1_49,6,beta
D29.3_12,6,beta
D29.8_67,6,beta
D30.8_16,6,beta
D30.8_22,6,beta
D31.7_10,6,beta
D31.7_20,6,beta
D30.2_74,6,delta
D28.1_13,6,ductal
D28.1_52,6,ductal
D28.1_66,6,ductal
D28.1_77,6,ductal
D28.1_80,6,ductal
D28.1_90,6,ductal
D28.1_91,6,ductal
D28.2_13,6,ductal
D28.2_16,6,ductal
D28.2_17,6,ductal
D28.2_26,6,ductal
D28.2_29,6,ductal
D28.2_40,6,ductal
D28.2_64,6,ductal
D28.2_66,6,ductal
D28.2_79,6,ductal
D28.3_17,6,ductal
D28.3_29,6,ductal
D28.3_49,6,ductal
D28.3_53,6,ductal
D28.3_54,6,ductal
D28.3_63,6,ductal
D28.3_73,6,ductal
D28.3_86,6,ductal
D28.3_88,6,ductal
D28.4_1,6,ductal
D28.4_22,6,ductal
D28.4_43,6,ductal
D28.4_50,6,ductal
D28.4_52,6,ductal
D28.4_55,6,ductal
D28.4_73,6,ductal
D28.4_74,6,ductal
D28.4_78,6,ductal
D28.4_91,6,ductal
D29.1_54,6,ductal
D29.1_65,6,ductal
D29.2_12,6,ductal
D29.2_49,6,ductal
D29.2_57,6,ductal
D29.2_61,6,ductal
D29.2_63,6,ductal
D29.2_65,6,ductal
D29.2_7,6,ductal
D29.2_88,6,ductal
D29.3_17,6,ductal
D29.4_45,6,ductal
D29.4_47,6,ductal
D29.5_64,6,ductal
D29.5_89,6,ductal
D29.7_20,6,ductal
D29.8_63,6,ductal
D29.8_75,6,ductal
D29.8_88,6,ductal
D30.1_13,6,ductal
D30.1_31,6,ductal
D30.1_36,6,ductal
D30.1_42,6,ductal
D30.1_43,6,ductal
D30.1_46,6,ductal
D30.1_78,6,ductal
D30.1_88,6,ductal
D30.2_35,6,ductal
D30.2_38,6,ductal
D30.2_4,6,ductal
D30.2_50,6,ductal
D30.2_58,6,ductal
D30.2_79,6,ductal
D30.2_9,6,ductal
D30.3_17,6,ductal
D30.3_32,6,ductal
D30.3_49,6,ductal
D30.3_8,6,ductal
D30.3_84,6,ductal
D30.3_90,6,ductal
D30.4_13,6,ductal
D30.4_27,6,ductal
D30.4_31,6,ductal
D30.4_38,6,ductal
D30.4_42,6,ductal
D30.4_44,6,ductal
D30.4_53,6,ductal
D30.4_65,6,ductal
D30.4_7,6,ductal
D30.4_91,6,ductal
D30.4_92,6,ductal
D30.4_93,6,ductal
D30.5_31,6,ductal
D30.5_34,6,ductal
D30.5_38,6,ductal
D30.5_41,6,ductal
D30.5_42,6,ductal
D30.5_44,6,ductal
D30.5_46,6,ductal
D30.5_5,6,ductal
D30.5_50,6,ductal
D30.5_58,6,ductal
D30.5_61,6,ductal
D30.5_64,6,ductal
D30.5_78,6,ductal
D30.5_81,6,ductal
D30.5_9,6,ductal
D30.6_12,6,ductal
D30.6_20,6,ductal
D30.6_25,6,ductal
D30.6_34,6,ductal
D30.6_48,6,ductal
D30.6_52,6,ductal
D30.6_57,6,ductal
D30.6_61,6,ductal
D30.6_64,6,ductal
D30.6_69,6,ductal
D30.6_77,6,ductal
D30.6_78,6,ductal
D30.6_86,6,ductal
D30.7_15,6,ductal
D30.7_17,6,ductal
D30.7_35,6,ductal
D30.7_46,6,ductal
D30.7_51,6,ductal
D30.7_74,6,ductal
D30.7_83,6,ductal
D30.7_84,6,ductal
D30.7_85,6,ductal
D30.7_88,6,ductal
D30.8_21,6,ductal
D30.8_29,6,ductal
D30.8_38,6,ductal
D30.8_4,6,ductal
D30.8_8,6,ductal
D30.8_82,6,ductal
D30.8_93,6,ductal
D31.1_12,6,ductal
D31.1_16,6,ductal
D31.1_50,6,ductal
D31.1_55,6,ductal
D31.1_62,6,ductal
D31.1_72,6,ductal
D31.1_76,6,ductal
D31.1_77,6,ductal
D31.1_82,6,ductal
D31.1_83,6,ductal
D31.1_84,6,ductal
D31.1_90,6,ductal
D31.1_93,6,ductal
D31.2_10,6,ductal
D31.2_17,6,ductal
D31.2_20,6,ductal
D31.2_21,6,ductal
D31.2_35,6,ductal
D31.2_37,6,ductal
D31.2_4,6,ductal
D31.2_40,6,ductal
D31.2_41,6,ductal
D31.2_54,6,ductal
D31.2_59,6,ductal
D31.2_68,6,ductal
D31.2_73,6,ductal
D31.2_76,6,ductal
D31.2_77,6,ductal
D31.2_78,6,ductal
D31.2_84,6,ductal
D31.2_94,6,ductal
D31.3_12,6,ductal
D31.3_21,6,ductal
D31.3_37,6,ductal
D31.3_65,6,ductal
D31.3_81,6,ductal
D31.3_82,6,ductal
D31.4_33,6,ductal
D31.4_35,6,ductal
D31.4_38,6,ductal
D31.4_56,6,ductal
D31.4_57,6,ductal
D31.4_68,6,ductal
D31.4_69,6,ductal
D31.4_71,6,ductal
D31.4_73,6,ductal
D31.4_76,6,ductal
D31.4_77,6,ductal
D31.5_13,6,ductal
D31.5_14,6,ductal
D31.5_19,6,ductal
D31.5_37,6,ductal
D31.5_41,6,ductal
D31.5_47,6,ductal
D31.5_51,6,ductal
D31.5_64,6,ductal
D31.5_65,6,ductal
D31.5_72,6,ductal
D31.5_73,6,ductal
D31.5_81,6,ductal
D31.5_91,6,ductal
D31.6_23,6,ductal
D31.6_27,6,ductal
D31.6_28,6,ductal
D31.6_34,6,ductal
D31.6_37,6,ductal
D31.6_4,6,ductal
D31.6_41,6,ductal
D31.6_44,6,ductal
D31.6_50,6,ductal
D31.6_51,6,ductal
D31.6_57,6,ductal
D31.6_68,6,ductal
D31.6_72,6,ductal
D31.6_79,6,ductal
D31.6_82,6,ductal
D31.6_93,6,ductal
D31.7_16,6,ductal
D31.7_18,6,ductal
D31.7_23,6,ductal
D31.7_26,6,ductal
D31.7_29,6,ductal
D31.7_43,6,ductal
D31.7_56,6,ductal
D31.7_57,6,ductal
D31.7_73,6,ductal
D31.7_89,6,ductal
D31.8_19,6,ductal
D31.8_20,6,ductal
D31.8_23,6,ductal
D31.8_30,6,ductal
D31.8_37,6,ductal
D31.8_45,6,ductal
D31.8_58,6,ductal
D31.8_75,6,ductal
D31.8_77,6,ductal
D31.8_80,6,ductal
D31.8_85,6,ductal
D31.8_90,6,ductal
D31.8_94,6,ductal
D31.2_62,6,mesenchymal
D28.1_5,6,unclear
D30.4_58,6,unclear
D31.7_42,6,unclear
D28.1_2,7,endothelial
D28.1_26,7,endothelial
D28.2_76,7,endothelial
D28.3_43,7,endothelial
D29.1_2,7,endothelial
D29.7_18,7,endothelial
D30.1_44,7,endothelial
D30.1_77,7,endothelial
D30.3_94,7,endothelial
D30.7_90,7,endothelial
D30.8_34,7,endothelial
D30.8_87,7,endothelial
D31.1_41,7,endothelial
D31.3_71,7,endothelial
D31.6_6,7,endothelial
D31.6_70,7,endothelial
D31.6_73,7,endothelial
D31.7_32,7,endothelial
D31.7_4,7,endothelial
D31.8_39,7,endothelial
